word,ug,cy,bg,yea,sa,gdb,sv,ny,km,kxv,kn,se,sk,ka,ja,bn,ta,my,fr,sva,lv,tcx,lo,la,uk,zu,mk,kru,bfq,tg,fi,he,ps,krl,tr,xub,tcy,sl,br,ga,ur,ms,hy,ca,tl,el,gd,oc,za,ku,te,de,ko,fa,gv,mn,ar,lt,pl,hu,brh,kfe,af,ml,gon,ru,pci,cs,az,sq,liv,nn,bo,kff,id,yi,et,ba,fo,it,hi,mjt,mt,vep,nl,pt,kfa,gl,be,vi,ro,lzz,da,vro,as,fy,lb,is,es,en,vot,xmf,kfb,th
fall,,ˈsərθjɔ,ˈpad̪əm,,pɐ́.t̪ɐ.t̪i,,falːa,,d̥ʰlāk´,,,,,dätsɛmä,ot͡su,ˈpɔɽa,,t͡ɕa̰,tɔ̃.be,liwɛχ,,,,ˈka.doː,ˈpadatɪ,,,,,,ˈpudotɑ,,,ˈkirvotɑ,,,,ˈpaːsti,,tʲɪtʲ,ɡɪrˈna,,əŋkˈnɛl,ˈkaw.ɾə,,,t̪uʰtʲ,,,ˈkɛtɯn,,ˈfaln̩,nʌ̹mʌ̹d͡ʑida̠,oftʰɒːˈdæn,,ʊnəx,wa.qa.ʕa,,ˈspa.dat͡ɕ,ˈɛʃik,,,fal,,,ˈpadətʲ,,ˈpadat,dyʃˈmæk,ˈbiɛ,ˈsɑd̪ːɨ,,,,,,ˈkukːumɑ,,fatl,kaˈdere,ɡɪɾ.nɑː,,,ˈkirbotɑ,ˈvɑlə(n),kɐˈiɾ,,,,ŋaː˦ˀ˥,kəˈde̯a,gɛntʰχinu,,ˈsːɑtɑmɑ,pɔ.ɹa,,,ˈfatla,kaˈeɾ,fɔːl,ˈlɑngɤtɑ,dɔntʰχäpʰä,,tok̚˨˩
feather,,plɨː,,to:pəʈa:,,tukud,,ˈⁿtʰe.ᵑɡa,s̥lāp,,gari,,,bumbuli,ha̠ne̞,,ɾekke,ʔətàʊɴ,plym,pʼintʼqʼil,spālva,iɾakke,,ˈpluː.ma,peˈrɔ,úːpʰaːpʰé,,pentʃo,ɾakke,pær,ˈsulkɑ,,,ˈsulgɑ,tyj,tiʋija,huʋi,pɛˈróː,,ˈclʲɛtʲə,,,pʰɛˈtuɾ,,,,,,,,i:ka,ˈfeːdəʁ,kit̚,por,,,,,ˈpʲu.rɔ,ˈtolː,paɾɾɛ,ɾe:kə,,tu:ʋalə,buɾa,pʲɪˈro,tūk,ˈpɛːro,,,ˈt̪uːrgɨz,fjøːr,,geɾk,,,ˈsulg,qɑ.wɯ̞r.ˈhɯ̞n,ˈfjøːvʊɹ,ˈpjuma,,paki:,ˈriːʃ,ˈhøuneh,veːr,,topaʈa,ˈplumɐ,,ləwŋ͡m˧˧ vu˦ˀ˥,fulɡ,bundʁä,fjeːr,ˈsːulk,pakʰi,,ˈfie̯deʀ,fjœːðʏr,ˈpluma,ˈfɛð.ə(ɹ),ˈsulkɑ,burdʁä,bull,kʰon˩˩˦.nok̚˦˥
push,,,,,,,²ɧʉːta,,ruñ,,,,ˈtɫat͡ʃic,mitsʼɛvä,,,,tʊ́ɴ,pu.se,likʰχɛ,,,,ˈpel.loː,,,,,,,ˈtyøntæː,,,ˈtungie,itmec,,,,,,,to.laʔ,həˈɾɛl,əmˈpə.ɲə,,,,,,,,ˈdʁʏkŋ̩,miɭda̠,,,tuɮxəx,,,pxat͡ɕ,ˈtol,,,,,,tɐlˈkatʲ,,ˈtlat͡ʃɪt,,,ˈlikːɨ,,,,doroŋ,,ˈtɤukɑmɑ,,,ˈspindʒere,d̪ʱə.keːl.nɑː,,,ˈtunktɑ,ˈdyu̯ə(n),ẽ.pu.ˈʁaɾ,,,,so˧˧,,mɛkʼäntʃʼinu,skɔbɘ,ˈtːoukːɑmɑ,,ˈtrjoːə,,ˈr̥ɪnta,empuˈxaɾ,pʊʃ,ˈtɤukːɑː,ɛkʼɔkʼinä,,dan˧
thick,,teːu̯,dɛˈbɛl,,,,ɕɔk,,juk,,,,ˈtɫ̩stiː,skʰɛli,,,,tʰù,e.pɛ,sgɛl,,,,ˈkras.sus,,,,,,,ˈpɑksu,,ɖaˈbəl,ˈpɑksu,,,,ˈdɛ̀ːbɛw,,tʲuː,,,hɑst,,,,tʰʲu,,,,,dɪk,tuk͈ʌ̹p̚t͈a̠,,,t͡sʊt͡saŋ,sa.miːk,,ˈɡru.bɨ,ˈvɒʃtɒɡ,,,,,,ˈtolstɨj,,ˈtlustiː,,,ˈjɑmd̪i,çʊkː,,,,,ˈpɑks,qɑˈɫɯ̞n,t͡ʃʰʏʰkːʊɹ,ˈspes.so,,,,ˈpɑks,dɪk,iʃ.ˈpe.su,,,ˈtou̯stɨ,zaj˨˩,ɡros,pʼɛdʒi,tyk,ˈpːɑkːsː,,,,ˈθjɛhtʏr,ˈɡɾweso,θɪk,ˈpɑksu,ʃχu,,naː˩˩˦
earth,,,zɛˈmʲa,,,tukud,juːɖ,,,bʰumi,maɳɳu,,ˈzɛm,mitsʼä,d͡ʑi,,mannə,mjè,tɛʁ,gim,zɛmɛ,koɖə,,ˈter.ra,zeˈmlʲɑ,ínɬaɓâːtʰi,,kʰekʰel,,,ˈmɑː,adaˈma,,ˈmuɑ,topˈɾɑk,bu:mi,mannə,ˈzɛ̀ːmlja,,,,bumi,hɔʁ,ˈtɛ.rə,ˈlu.paʔ,,,,,,mannu,ˈeːɐ̯də,xɯk̚,,,xors,tur.ba,ˈʒʲæːmʲeː,ˈʑɛ.mʲa,ˈtɒlɒj,ɖaga:ɾ,bʰulo:gam,ˈɑːr.də,mannə,mannə,zʲɪˈmlʲa,tūk,ˈzɛmjɛ,torˈpɑχ,ðɛ,ˈmoː,,*sa,maʈʈi,ta.nah,,ˈmuld,,jøːɹ,ˈtɛr.ra,dʰərtiː,bʰumi,,ˈmɑ,ˈaːr.də,ˈtɛʁɐ,mannə,,zʲaˈmlʲa,ʔɗət̚˧˦,pəˈmɨnt,lɛtʼä,joːr,ˈmɑː,,,,jœrð,ˈtje̞.ra̠,ɜːθ,ˈmɑː,diχä,bʰu:mi,din˧
and,,,i,,t͡ɕɐ,,ɔ,,nẏṅ,,,ˈja,,dä,to̞,,,nɛ̰,e,i,ùn,,lɛʔ˦,et,ˈi,nʱa,i,,,,ˈjɑ,,aw,ˈtɑ,ve,,,in,,ˈɑɡəsˠ,,dan,ɛv,ˈi,at,ce̞,,,ɕau˧˥,ˈuː,,ʊnt,wa̠,o,,,waːw,,i,ˈeːʃ,,,ɛn,,,i,,a,,ðɛ,ˈjɑ,oː,*daŋ,,dan,ʊn,ˈjɑ,hæm,oː,e,ɔːɾ,,,ˈdɑ,ɛn,ˈɛ,,,i,vaː˨˩,ʃi,dɔ,ˈɒw,ˈjɑ,a.ɹu,ɛn,an,ɔːɣ,ʝ,ænd,ˈʝɑ,dɔ,,lɛʔ˦˥
animal,,aˈnɪvai̯l,ʒiˈvɔtno,,pɐ́.ɕu,,jʉːr,ˈɲa.ma,st̥v,,,,ˈʒivɔt͡ʃiːx,tsχɔvɛli,do̞ːbɯ̟ᵝt͡sɨᵝ,,,təɹeɪʔsʰàɴ,a.ni.mal,tsχɔwɛl,dzîunìɛks,,sat˦˥,ˈa.ni.mal,tʋɐˈrɪnɐ,isílwaːne,ʒiˈvɔtnɔ,,,,ˈelæin,,,ˈelætːi,hajˈvan,,,ʒiˈʋáːw,ˈlo.ɛ̃n,anʲəvʲiː,,binataŋ,kɛntʰɑˈni,ə.niˈmal,,ˈzo.o,,,,,,tiːɐ̯,ˈto̞ːŋmuɭ,dʒɒːnˈvæɾ,,,ħa.ja.waːn,ɡʲiːˈʋuːnɐs,ˈzvʲɛ.ʐɛ,ˈaːlːɒt,,,,,,ʐɨˈvotnəjə,,ˈʒɪvot͡ʃɪx,,,ˈje̞lɑi,,*sems.t͡ɕan,,,,ˈloːm,χɑjˈwɑn,t͡ʃɔuːr,aniˈmale,pə.ʃuː,,,ˈʒivɑt,dir,ˌɐ.ni.ˈmaw,,,,tʰu˧˦ vət̚˧˨ʔ,a.niˈmal,häjväni,dyːr,ˈelːæi,,,dei̯(e)ʀ,tiːr,aniˈmal,ˈænɪməl,ˈʒivɤtːɑ,tsχɔvɛli,,sat̚˨˩
heart,,ˈkalɔn,sərˈt͡sɛ,nendʒi,ɦŕ̩.d̪ɐ.jɐ,dʒibe,ˈjɛrˌta,mˈtí.ma,peḥṭūṅ,,hrudaya,ˈvaːjːpmuː,sr̩tsɛ,guli,ɕĩnd͡zo̞ː,,idajam,n̥əlóʊɴ,kœʁ,gwi,sîɾts,manasə,tɕai˩˨,kor,ˈsɛrt͡se,ínɬizíːjo,ˈsr̩t͡sɛ,buka,,dil,ˈsydæn,,zɻə,ˈsyvæin,jyˈɾɛc,jaddi,mannə,sərˈtséː,ˈkalɔ̃n,kɾˠiː,,d͡ʒantoŋ,siɾt,ˈkɔr,,karˈðʝa,,kɔr,θim˨˦,,hɾudajamu,hɛʁts,,del,kriː,,qalb,ʃʲɪrʲˈdʲɪs,ˈsɛr.t͡sɛ,ˈsiːv,ust,nendʒu,,hɾudajam,guɳɖe,ˈsʲert͡sə,tūk,ˈsr̩t͡sɛ,ɡælb,ˈzɛməɾ,ˈsid̪ɑːm,²jɑrtə,*zȵiŋ,guɳɖeka:ja,d͡ʒan.tʊŋ,,ˈsydɑ,jʏ̞.ˈræk,ˈjaɹ̥ʈa,ˈkwɔːre,d̪ɪl,hugli:,ˈʔɐlp,ˈsydæin,ɦɑrt,ko.ɾa.ˈsɐ̃w̃,hrudaja,,ˈsert͡sa,tim˧˧,ˈinimə,guri,jɛrtə,ˈsːyæ,dil,hɛt,,ˈçar̥ta,koɾaˈθon,hɑːt,ˈsyæ,guri,gunɖe,hua̯˩˩˦.t͡ɕaj˧
rotten,,,,,,,,,,,,,ˈɦɲiliː,dämpʼäli,kɯ̟ᵝsa̠ɾɯ̟ᵝ,,,poʊʔ,puʁi,mɛkʰwrɛ,,,,ˈpu.ter,,,,,,,ˈmætæ,,,ˈlɑho,,,,ˈɡníːw,,ˈl̪ˠɔfˠə,,,pʰəˈtɑt͡s,,,ˈsapços,,,,,,faʊ̯l,s͈ʌ̹k̚t͈a̠,,,,faː.sid,,ˈzɡɲi.wɨ,ˈroɦɒtː,,,,,,ɡnʲɪˈloj,,ˈzɦɲɪliː,,,ˈmæːrgɑ,,,,,,ˈmædɑ,sɪ̞ˈrɪ̞k,,,,,,ˈlɑho,rɔt,ˈpo.ðɾɨ,,ˈpoðɾe̝,ɣnʲiˈɫɨ,mʊwk͡p̚˧˨ʔ,ˈpu.tred,χtsäpʰɛri,rɔdən,ˈmætæ,,,,,,ˈɹɑtn̩,ˈlɑho,ʔɔrädili,,naw˥˩
that,,ˈhʊnʊ,ˈɔnzi,aʋe:,,adə,dɛnː,,noḥ,et,ā,,tɛn,is,⟨so2 no2⟩,,anta,hò,sə,ɛdʒi,tas,adə,,ˈis.te,,,,hu:,adə,,ˈtuo,,,ˈtuo,ʃu,adə,aʋu,,,ənˠ,,itu,ɑjd,əˈkəʃ,,,ʃɪn,,,,ā,ˈjeːnɐ,kɯ,ɒːn,,,ðaː.li.ka,,ˈtam.tɛn,ˈɒz,ae,adhə,,a:,adu,tot,ā,ˈtamtɛn,ɔ,,ˈt̪ɑː,,,addu,,,ˈtoː,,,ˈkwello,,a:du,,ˈse,dɑt,ˈe.sɨ,adə,,toj,ʔɗɔ˧˦,aˈt͡ʃela,ɛjä,dən,ˈtːuː,,,,,ˈese,ˈðæt,ˈtoː,tʰinä,ad,nan˥˩
thin,,ˈtɛnaɨ̯,ˈtɤnək,,,,,,s̥ṭoeṅ,,,,ˈcɛŋkɔ,tʰχɛli,,,,pá,mɛ̃s,dətʰχɛl,tiêws,,baːŋ˩˨,supˈtiː.lis,,,ˈtɛnɔk,,,,ˈohut,,,ˈlætːy,inˈdʒɛ,,,,,keːl̪ˠ,,,bɑˈɾɑk,,,,,,,,,dʏn,ka̠nɯɭda̠,,,,,,ˈt͡ɕɛn.kʲi,ˈveːkoɲ,,,,,,ˈtonkʲɪj,,ˈtɛŋkiː,,,ˈvʊit̪i,,,,,,ˈɤhuke,jʊ̞ˈqɑ,,sotˈtile,pət̪.lɑː,,,ˈkyrzʲ,,ˈfi.nu,,,ˈtonkʲi,mawŋ͡m˧˩,slab,tʰitʰχu,,ˈohkːu,,,den,ˈθʏnːʏr,ˈfino,ˈθɪn,ˈɤhud,tʰχitʰχu,,baːŋ˧
man,,dɨːn,tʃoˈvɛk,panija,mɐ.n̪uʂ.jɐ́,tukud,mɛnːɪɧa,,mnus̥s,kakasi,ganɖasu,,ˈt͡ʃɫɔvɛk,kʼätsi,⟨pi1to2⟩,manuʃ,a:ɳə,lù,ɔm,märɛ,tsìlvæ̀ːks,a:lom,ma˧˧ nut˧˧,ˈho.moː,,umúːntu,ˈt͡ʃɔvɛk,me:t,kanɖumuga,,ˈmies,,,ˈmies,inˈsɑn,gəɳɖaɭə,a:ndʒʋu,ˈtʃlɔ̀ːʋɛk,,ˈd̪ˠɪnʲə,,,mɑɾtʰ,ˈɔ.mə,,ˈanθɾɔpɔs,t̪ɯɲə,,βun˧˩,ˈmɯɾov,puɾuʂuɖu,mɛnʃ,ˈsʰa̠ːɾa̠m,,,,ʔin.saːn,ʒmoˈɡʊs,ˈt͡ʂwɔ.vʲɛk,ˈɛmbɛr,naɾeenə,ganmagu,,a:ɳə,mankal,t͡ɕɪlɐˈvʲek,tūk,ˈt͡ʃlovjɛk,inˈsɑn,ɲɛˈɽi,ˈmiːe̞z,²mɛnːɛʃə,,magaʋa:ɳɖ,o.raŋ,mɛnt͡ʃ,ˈmeːs,kɪ̞ˈʃɪ̞,,ˈwɔ.mo,məˈnʊ.ʂjə,muɖsa:,ˈbnɪːdɛm,ˈmezʲ,mɛns,ˈɔmẽɪ̯,a:naaɭə,ˈɔmɪ,t͡ʂaɫaˈvʲek,ŋɨəj˨˩,om,kʼɔtʃi,,ˈmiːsː,ma.nuʱ,ˈminskə,mənʃ,ˈmanːɛsca,ˈombɾe,mæn,ˈmeːz,kʼɔtʃi,maniʂa:n,ma˦˥.nut̚˦˥
sun,,haɨ̯l,ˈslɤntsɛ,tʃu:rja,s̪úːɽ.jɐ,ʋele,suːl,ˈd͡zú.w⁽ᵝ⁾a,t̥ʰṅai,ʋeda,su:rja,ˈpea̯jvvaːʃ,ˈsɫ̩ŋkɔ,mzɛ,,,su:ɾjan,nè,sɔ.lɛj,miʒ,sāūle,su:ɾijan,taː˩˨ wen˦˥,,ˈsɔnt͡sɛ,íːlaːnɡa,ˈsɔnt͡sɛ,bi:ɖi,ottə,ɔftɔb,ˈɑurinko,,lmar,ˈpæivæne,ɟyˈneʃ,pottə,su:ɾje,ˈsóːntsɛ,,ɟɾʲiənˠ,,matəhari,ɑˈɾɛv,ˈsɔl,,ˈi.ʎos,,suˈlel,taŋ˨˦ ŋon˧˩,,su:ɾjuɖu,ˈzɔnə,he̞,,ɡriːn,,ʃams,ˈsɑuleː,ˈswɔɲ.t͡sɛ,ˈnɒp,de,su:rijan,,su:ɾjan,poɾə,ˈsont͡sə,tūk,ˈslunt͡sɛ,ɡʲyˈnæʃ,,ˈpæːvɑ,suːl,*ȵi.ma,poɖudu,,zʊn,ˈpæike,qʊ̞ˈjɑʂ,sɔuːl,ˈso.le,,be:ɾdu,ʃɛmʃ,ˈpæivæine,,ˈsɔɫ,su:ɾja,s̺ol,ˈsont͡sa,mat̚˧˨ʔ t͡ɕəːj˨˩,ˈso̯are,mʒɔrä,soːl,ˈpːæiv,be.li,,zon,souːl,ˈsol,sʌn,ˈpæivikːo,bʒä,suɾija,dua̯ŋ˧.ʔaː˧.tʰit̚˦˥
dog,it,kiː,ˈkutʃɛ,na:ji,ɕʋɐ́n̪,ne,hɵnd,ˈɡa.ɽú,c̥ʰkae,,na:ji,ˈpea̯na,ˈpɛs,dzäʁli,inɯ̟ᵝ,kukuɾ,na:ji,kʰwé,ʃjɛ̃,ʒɛʁ,,noi,maː˩˨,ˈka.nis,,îːɲdʒá,,alla,ne,sæɡ,ˈkoirɑ,,,ˈkoirɑ,cøˈpec,na:jə,na:ji,ˈpə́s,,ˈmˠad̪ˠɾˠə,kutɑː,and͡ʒeŋ,ʃun,ˈɡos,,ˈscilos,kuː,ˈɡus,ma˨˦,,kukka,hʊnt,ke̞ː,sæɡ,ˈmɔːðə,nɔxɔi,kalb,ʂuə,pʲɛs,ˈkucɒ,kutʃak,na:ji,ɦɔnt,na:ja,nej,sɐˈbakə,netta,pɛs,,cɕɛn,ˈpiɲ,,*kʰʲi,nej,aɲ.dʒiŋ,hʊnt,ˈkoer,ɪ̞t,ˈhʊntʊɹ,ˈka.ne,kʊt̪.t̪ɑː,kutʃtʃo,kɛlp,ˈkoir,ɦɔnt,ˈkɐ̃w̃,na:ji,,,t͡ɕɔ˧˦,ˈkɨj.ne,dʒɔʁɔri,hun,ˈpːini,kukuɹ,huːn,hont,ˈhʏntʏr,ˈpero,dɒɡ,ˈkoirɑ,dʒɔʁɔri,a:te,maː˩˩˦
count,,,,,,,,,rāp´,,,ˈlohkah(t),,tʰvlä,kazuapu,,,jè,kɔ̃.te,liʃɛldɛ,skàjtîːt,,,ˈnu.me.roː,,,ˈbrɔi,,,ʃumurdæn,ˈlɑskeɑ,,,ˈlɑskie,,,,,,ɾˠiːvˠ,,kirə,,komˈta,,,,,,,,ˈt͡sɛːlən,ˈsʰe̞ːda̠,ʃomordæn,,,,,ˈlʲi.t͡ʂɨt͡ɕ,ˈsaːmol,,,tɛ̞ːl,,,ɕːɪˈtatʲ,,ˈpot͡ʃiːtat,sɑjˈmɑχ,,ˈlugːɨ,,,,,,ˈlugemɑ,,,konˈtare,ɡɪn.nɑː,,,ˈlɑʃkɑ,ˈtɛlə(n),kõ.ˈtaɾ,,,,ʔɗem˧˦,,ɔkʼɔrɔtsχu,,ˈlukɤmɑ,,,ˈt͡siələn,ˈtʰɛlja,konˈtaɾ,kaʊnt,ˈlukɤɑ,kʼɔrɔtsχuä,,nap̚˦˥
mouth,,keːɡ,usˈta,ba:ji,ɑ́ːs̪,tʃa:lu,mɵn,ˈka.mʷa,māt´,guʈi,ba:ji,,ˈuːsta,pʼiri,kutu,mukʰ,ʋa:ji,pəzaʔ,buʃ,pʼil,mutɛ,po:i,,oːs,ˈrɔt,uḿ̩loːmo,,baji,pe,dæˈhɔːn,ˈsuː,,xwlə,ˈsuː,aːɯz,ba:jə,ba:ji,ˈùːsta,ˈɡɵ̃ː.nu,bʲia̯l̪ˠ,,mulot,bɛˈɾɑn,ˈbo.kə,,,piaɫ̪,buko,paːk˧˥,ˈdɛv,no:ɾu,mʊnt,ip̚,d̪æˈhɒːn,ˈbiəl,am,fam,bʊrˈnɐ,ˈu.sta,ˈsaːj,ba:,ʋa:ji,mɔnt,ʋa:ja,toɖɖi,rot,vāy,ˈuːsta,ɑˈɣɯz,ˈɡɔjə,ˈsuː,,*kʰa,pavu:ɾ,,,ˈsuː,ɑˈwɯ̞ð,,ˈbokka,mũːʱ,toɾo,ħɐlʔ,ˈsu,mɔnt,ˈbo.kɐ,ba:ji,,rot,miəŋ˧˨ʔ,,pʼidʒi,mon,ˈsːuː,mukʰ,ˈmulə,mont,ˈmʏnːʏr,ˈboka,maʊθ,ˈsuː,pʼidʒi,mu:ti,paːk̚˨˩
human,,,,,mɑː.n̪ɐ.ʋɐ́,,²mɛnsklɪ(ɡ),,,,,,,ädämiäni,⟨pi1to2⟩,,,,y.mɛ̃,ämswäld,,,,,,,,,,,ˈihminen,,,ˈihmini,,,,tʃlɔˈʋèːʃki,,,,,mɑɾtʰkɑˈjin,uˈma,,,,,,,,mɛnʃlɪç,ˈsʰa̠ːɾa̠m,,,,ba.ʃa.rijj,,ˈlut͡s.kʲi,ˈɛmbɛri,,,,,,t͡ɕɪlɐˈvʲet͡ɕɪskʲɪj,,ˈlɪtskiː,,,ˈriʃt̪iːng,,,,,,ˈinimene,,,,,,,ˈristit,,u.ˈmɐ.nu,,,,,o.meˈnesk,kʼɔtʃi,,ˈinemine,ma.nuʱ,,,,uˈma.no,ˈ(h)juːmən,ˈinemin,kʼɔtʃi,,
round,,krʊn,,uɾuʈu,,tukud,,,,,baṭṭa,,,mrgväli,,,ʋaʈʈam,wáɪɴ,ʁɔ̃,kʼurpʼi,,uʈʈi,,roˈtun.dus,,,,guʈiɳɖa,,,ˈpyøreæ,,ɡərd,ˈpyøryɑ,,bəjnsakɾangu:də,uɾuʈə,otˈkròːɡəw,,kɾˠiːnʲ,,,,roˈdo,,,kʰruɪɲ,,,,guɳɖɾani,ʀʊnt,tuŋɡɯɭda̠,,,,,,ɔˈkrɔŋ.ɡwɨ,ˈkɛrɛk,go:l peɾi,ʋaʈam,,vaṭṭa,guɳɖɾal,ˈkruɡlɨj,tūk,ˈkulatiː,,,ˈimːɨr,,,guɳɖɾa:n,,,ˈymɑr,tʏ.ŋæˈræk,,roˈtondo,,guɖme,,ˈkehker,rɔnt,ʁɨ.ˈdõ.du,uɾuʈa,reˈðondo̝,ˈkruɣɫɨ,swɛ˧˧,roˈtund,mɔrgväli,,ˈtːsːɤːrikː,,,,,reˈdondo,ˈɹaʊnd,ˈpulskɤɑ,rgväli,bubbaɾi,
forest,,ˈkɔɨ̯dwɪɡ,ɡoˈra,,ʋɐ́.n̪ɐ,,skuːɡ,,b̥rai,,,,ˈlɛs,tʼqʼɛ,mo̞ɾʲi,,,tɔ́,fɔ.ʁɛ,tsχɛkʼ,,,,ˈsil.wa,,îːɬâːtʰi,ˈʃuma,,,beʃæ,ˈmetsæ,ˈja(ʕ)aʁ,d͡zəŋɡəl,ˈmetʃːɑ,,,,ˈɡɔ́st,ˈkwɑːt,kiːlʲ,,hutan,ɑnˈtɑr,ˈbɔsk,,ˈðasɔs,ˈkʰɤʎə,,ɗoŋ˨˦ fai˦˨,,,valt,sʰup̚,beːˈʃæ,kiːlʲ,,ɣaː.ba,ˈmɪʂ.kɐs,las,ˈɛrdøː,,,bɔs,,,lʲes,,lɛs,,pyɫ,ˈmɨt̪sɑː,,*ɕiŋ.naks,,hu.tan,,ˈmets,urˈmɑn,,,,,,ˈmets,ʋɑu̯t,floˈɾɛs.ta,,ˈbɔske,lʲes,zɨŋ˨˩,pə.ˈdu.ɾe,gɛrmä,,ˈmɤtːsː,ɦa.bi,,beʃ,ˈskouːʏr,ˈboske,ˈfɒɹɪst,ˈmetsːæ,tʼqʼä,,paː˨˩
dirty,,,,,,,,,k̥rk̥ʰvk´,,,,,tʃʼutʃʼqʼiäni,kʲita̠na̠i,,,ɲɪʔ,sal,lətsʼid,nɛtīːɾs,,,ˈsor.di.dus,,,,,,,ˈlikɑinen,,sxɑ,ˈligɑhine,,,,uˈmáːzan,,sˠəˈl̪ˠax,ɡə̃nd̪ə,koto(r),kɛχˈtɔt,ˈbɾut,,,,,,,,ˈʃmʊt͡sɪç,ˈtɘːɾʌ̹p̚t͈a̠,kʲæˈsiːf,,,,,ˈbrud.nɨ,ˈpiskoʃ,,,,,,ˈɡrʲaznɨj,,ˈʃpɪnaviː,t͡ʃirkˈli,,ˈmustɑː,²ʃɪtːn̩,,,,,ˈmust,,,ˈspɔrko,ɡən.d̪ɑː,,,ˈredukɑz,vœy̯l,ˈsu.ʒu,,,ˈbrudnɨ,ʔɓən˧˩,murˈdar,lɛbɔni,beskit,ˈmusːtːɤnuʔ,lɛ.tɛ.ɹa,,,ˈouːr̥eitn,ˈsuθjo,ˈdɜːti,ˈmusːɑ,tsʼindämi,,sok̚˨˩.ka˨˩.prok̚˨˩
old,,heːn,star,,,,,,cās´,,,,ˈstariː,dzvɛli,,,,háʊɴ,vjø,dʒwinɛl,,,kau˧˧,ˈwe.tus,,,,,,,ˈʋɑnhɑ,,,ˈvɑnhɑ,,,,ˈstár,,ʃanˠ,,,hin,ˈveʎ,ˈlu.maʔ,,ʃɛn,,,ˈkɛvn,,alt,na̠k̚t͈a̠,ɢæd̪iːˈmiː,,,qa.diːm,ˈsʲæːnɐs,ˈsta.rɨ,ˈreːɡi,,,œu,,,ˈstarɨj,,ˈstariː,æsˈki,,ˈvɑnɑː,²ɡɑːmɑl,*rȵiŋ.pa,,la.ma,,ˈʋɑnɑ,iθˈkɪ̞,kɛaːmal,ˈvɛk.kjo,pʊ.ɾɑː.nɑː,,ʔɐˈdiːm,ˈvɑnh,ɑu̯t,ˈvɛ.ʎu,,,staˈrɨ,ku˦ˀ˥,vekʲ,mdʒvɛʃi,ɡaməl,ˈvɑnɑ,pu.ɹɔ.na,ɔːt,,ˈkaːmatl,anˈtiɡwo,ˈəʊld,ˈvɑnhɑ,dʒvɛʃi,,kaw˨˩
I,mæn,miː,as,na:n,ɐ.ɦɐ́m,a:n,ˈjɑː(ɡ),ˈi.ne,k̥ʰñuṃ,na:nu,na:nu,ˈmun,ˈja,mɛ,ɰᵝa̠ta̠ɕi,ˈɑmiː,na:n,t͡ɕʊ̀ɴdɔ̀/,ʒə,mi,ɛs,o:n,kʰɔːj˨˩,ˈe.ɡoː,ˈjɑ,miːná,jas,ae:n,na,mæn,ˈminæ,(ʔ)aˈni,zə,ˈmie,bɛn,na:ʋə,ja:nu,,,mʲeː,mɛ̃,sajə,jɛs,ˈʒɔ,ˈko,eˈɣo,mi,ˈjew,kou˨˦,,ne:nu,ɪç,na̠,mæn,miː,,ʔa.na,ɐʂ,ja,ˈeːn,i:,a:n,ɛk,ɲa:n,nanna,ja,ān,jaː,mæn,ˈun,ˈminɑː,eːɡ,*ŋa,nanna,saja,ɪχ,ˈminɑ,mʲin,eː,ˈi.o,mɛ̃ː,he:nu,jɪːn,ˈminæ,ɪk,ˈew,na:nə,ˈew,,toj˧˧,jew,mä,jaj,ˈmɑʔ,mɔɪ,ɪk,eχ,jɛɣ,ɟ͡ʝo,aɪ,ˈmiæ,mä,ne:nu,pʰom˩˩˦
tie,,,,,,,,,cṅ,,,,,däbmä,,,,t͡ɕʰì/,lje,libɛm,,,,ˈli.ɡoː,,,,,,,ˈsitoɑ,,,ˈsituo,ˈbɑːɫamac,,,,,,,,kɑˈpɛl,,,,,,,,,ˈbɪndn̩,muk̚t͈a̠,,,,,ˈrʲɪʃʲtʲɪ,ˈvʲɔ̃.zat͡ɕ,ˈkøt,,,,,,ˈsvʲazɨvətʲ,,ˈpr̝̊ɪvaːzat,,,ˈsid̪ːɨ,,,,,,ˈsidumɑ,,,leˈɡare,,,,ˈsidodɑ,ˈknoːpə(n),ɐˈtaɾ,,,,kot̚˧˨ʔ,,mɛkʼiru,benə,ˈkːøytːmæ,bɔn.dʱa,,,,aˈtaɾ,taɪ,ˈsiotːɑː,dɔkʼiruä,,joːŋ˧
