word,uk,et,lt,vot,bo,ba,vro,tl,hi,te,km,sk,mjt,fy,gv,kfe,gdb,as,xmf,ru,gd,bfq,mt,da,kfa,ml,lo,ta,cs,ku,kru,la,ca,bn,ko,xub,ro,th,krl,brh,mk,sv,ug,vi,vep,be,tcx,zu,yi,kxv,nn,en,az,fr,kff,kn,el,ps,nl,hu,he,pt,it,fa,yea,tcy,fo,ka,mn,ny,oc,sl,bg,se,fi,pci,id,tg,lv,cy,lb,ga,br,sq,hy,pl,sva,my,liv,de,ms,ja,gl,sa,za,gon,ar,is,tr,af,lzz,kfb,ur,es
see,ˈbɑt͡ʃete,ˈnægemɑ,mɐˈtʲîːtʲɪ,ˈnæhæ,*mtʰoŋ,,ˈnækemæ,kiˈta,d̪eːkʰ.nɑː,tʃu:ɖu,gʰoeñ,ˈviɟi̯ɛc,ʈunɖpo,,,no:ʈə,tʃu,dɛkʰa,rtsʼqʼɛbä,ˈvʲidʲɪtʲ,,no:ɖə,,seː,no:ʈə,ka:ɳuka,hen˩˧,kāṇ,ˈvɪɟɛt,ˈdiːtɯn,je:ɾna,ˈwi.de.oː,ˈvəw.ɾə,ˈd̪ækʰa,po̞da̠,no:ɖ,veˈde̯a,hen˩˩˦,ˈnæhæ,unning,ˈɡlɛda,seː,,ɲin˨˩ tʰəj˧˦,ˈnæhtɑ,ˈbat͡ʂɨt͡sʲ,nu:ʈ,ɓoːná,,,ʃoː,siː,ɡœrˈmæk,vwaʁ,u:ɖa,no:ɖu,ˈvlepo,,zin,ˈlaːt,,veɾ,veˈde.re,d̪iːˈd̪æn,no:ku,tuʋa:ɾa,ˈsʊt͡ʃːa,χɛdvä,ut͡səx,,,ˈʋiːdɛti,ˈviʒdəm,ˈoɑ̯jːtniːh(t),ˈnæhdæ,tūk,,diˈdan,ɾɛdzɛ̂ːt,ɡwɛld,ɡeˈzin,fʲɛc,,,tɛsˈnɛl,ˈvʲi.d͡ʑɛt͡ɕ,lisgdi,twḛ,ˈnæːd̪ɨ,ˈzeː.ən,lihat,mʲiɾɯ̟ᵝ,,pɐ́ɕ.jɐ.t̪i,,huɖa,ra.ʔaː,ˈsjauː,ɟœɾmɛc,,ɔtsʼkʼɔmilu,ta:na,d̪ekʰnaː,ˈbeɾ
float,,ˈhɤljumɑ,,ˈuʝuɑ,,,ˈhɤlʲomɑ,,,,,,,,,,,,pʰäpʰäpʰi,ˈplavətʲ,,,,,,,,,ˈplavat,,,ˈflu.i.toː,floˈta,,,,,,ˈkeiluo,,,flyːta,,noj˧˩,ˈujudɑ,,,,,,,fləʊt,,flɔ.te,,,,,ˈdrɛi̯və(n),ˈlɛbɛɡ,,,ɡalledˈdʒare,,,,,tʼivtʼivi,,,,,,,ˈkelːuɑ,,,,,,,,,,,,,mjɔ́,ˈpluːokst̪ɨ,ˈtʀaɪ̯bm̩,,,,,,,,,,,mɔmkʰu,,,
heart,ˈsɛrt͡se,ˈsydɑ,ʃʲɪrʲˈdʲɪs,ˈsyæ,*zȵiŋ,jʏ̞.ˈræk,ˈsːyæ,,d̪ɪl,hɾudajamu,peḥṭūṅ,sr̩tsɛ,hugli:,hɛt,kriː,nendʒu,dʒibe,dil,guri,ˈsʲert͡sə,,,ˈʔɐlp,jɛrtə,hrudaja,hɾudajam,tɕai˩˨,idajam,ˈsr̩t͡sɛ,,buka,kor,ˈkɔr,,,jaddi,ˈinimə,hua̯˩˩˦.t͡ɕaj˧,ˈsyvæin,ust,ˈsr̩t͡sɛ,ˈjɛrˌta,,tim˧˧,ˈsydæin,ˈsert͡sa,manasə,ínɬizíːjo,,,²jɑrtə,hɑːt,ɡælb,kœʁ,guɳɖeka:ja,hrudaya,karˈðʝa,zɻə,ɦɑrt,ˈsiːv,,ko.ɾa.ˈsɐ̃w̃,ˈkwɔːre,del,nendʒi,mannə,ˈjaɹ̥ʈa,guli,,mˈtí.ma,kɔr,sərˈtséː,sərˈt͡sɛ,ˈvaːjːpmuː,ˈsydæn,tūk,d͡ʒan.tʊŋ,dil,sîɾts,ˈkalɔn,,kɾˠiː,ˈkalɔ̃n,ˈzɛməɾ,siɾt,ˈsɛr.t͡sɛ,gwi,n̥əlóʊɴ,ˈsid̪ɑːm,hɛʁts,d͡ʒantoŋ,ɕĩnd͡zo̞ː,,ɦŕ̩.d̪ɐ.jɐ,θim˨˦,guɳɖe,qalb,ˈçar̥ta,jyˈɾɛc,,guri,gunɖe,,koɾaˈθon
stone,,ˈkiʋi,,ˈtʃivi,*rdo,tɑʂ,ˈkːivi,ba.ˈto,pət̪.t̪ʰəɾ,ɾa:ji,t̥ʰm,ˈkamɛɲ,guga,stiə̯n,klaːx,kal,kanɖ,pa.tʰɔɹ,kʰuä,ˈkamʲɪnʲ,,kallə,,,kallə,kallə,,kallə,ˈkaːmɛn,ˈkɛvɯɾ,pakʰna,ˈla.pis,ˈpe.dɾə,,to̞ːɭ,kallə,,hin˩˩˦,ˈkivi,xal,,,tɑʃ,ʔɗaː˧˦,ˈkivi,,kaɾs,íːtʃe,,ʋali,,stəʊn,,pjɛʁ,ɾa:j,kallu,,,steːn,ˈkøː,ˈeven,ˈpɛ.dɾɐ,ˈpjɛtra,sæŋɡ,kallu,kallu,,kʰvä,,ˈmʷa.ɽá,ˈpɛjɾo,ˈkàːmən,ˈkamək,ˈkea̯ðːkiː,ˈkiʋi,kel,,sæŋ,,ˈkarɛɡ,ʃteːn,klˠɔx,,ɡuɾ,kʰɑɾ,ˈka.mʲɛɲ,bætʃ,t͡ɕaʊʔ,ˈkiv,ʃtaɪn,batu,iɕi,ˈpɛðɾɐ,,,baɳɖa,,steitn,tɑʃ,,kʰvä,gunɖə,,ˈpjedɾa
with,z,ˈkoːs,sʊ,ˈkɑːsɑ,,,ˈytːen,,sɑːt̪ʰ,,,s,,,,,,xoɪ.tɛ,tsʼkʼɛlä,s,,,,mɛd,,,,,s,,,kum,əmb,ˈʃɔŋɡe,wa̠,,ku,kap̚˨˩,ˈkerɑlː,,,meː(d),,vəːj˧˦,ˈyhtes,,,,,,meː,wɪð,iˈlæ,a.vɛk,,,me̞,,mɛt,vɒl,am,kõ,kon,bɒː,,,viː,tʰän,,,,s,sɤ,,ˈkɑnsːɑ,,də.ŋan,bɔː,,a,mɑt,lʲɛ,,mɛ,hɛt,s,tsäχæn,n̥ɪ̰ɴ,ˈiːɲɨz,mɪt,də.ŋan,to̞,ko̝ŋ,,,,ma.ʕa,,dolajɯˈsijla,,kʼälä,,,kon
fly,,ˈlendɑmɑ,,ˈlentæː,,sɪ̞.ˈβɪ̞n,ˈlintɑmɑ,,,eguɾu,ruy,ˈmuxa,uɖa:ɾi,mɪx,,pa:ɾʋu,tukud,makʰi,pʰurinuä,ˈmuxə,,paɾappə,dʊˈbːɪːnɐ,fluːə,pa:ɾa,paɾakkuga,,paɾə,ˈmou̯xa,ˈmeːʃ,uɖijaɾna,ˈmus.ka,ˈmos.kə,matʃʰi,pʰa̠ɾi,pa:ɾ,,ma˦˥.lɛːŋ˧.wan˧,ˈlentyæ,ba:l kanning,,,,zuəj˨˩,ˈletɑ,,po:ɾtʃ,,,,²flʉːɡə,flaɪ,,muʃ,tulla,ha:ɾu,ˈmiɣa,,vlix,ˈleːɟ,zvuv,ˈmos.ka,,mæˈɡæs,mannə,ɾa:paɾa,ˈfluː(w)ʊ,pʰrɛnä,,ˈⁿt͡ʃʰé.ⁿt͡ʃʰe,,ˈmùːxa,muˈxa,,ˈlentæː,tūk,,,muʃa,,,kɪˈlʲoːɡ,,,t͡ʃɑnt͡ʃ,ˈmu.xa,lipʼɛr,jɪ̀ɴɡàʊɴ,ˈlind̪ɨ,ˈfliːɡə,lalat,,ˈmoska̝,,,paɾi,,ˈflʏːɣa,sinɛc,,ɔpʰutʰχinu,tulsa:d,,ˈmoska
egg,,ˈmunɑ,,ˈmunɑ,*zɡoŋ.ŋa,kʏˈkæj,ˈmunɑ,ʔitˈloɡ,ən.ɖɑː,guɖɖu,s′ut,ˈvajt͡sɛ,ɾaɾapa:ndu,aːi̯,au,mooʈə,kaɾbə,kɔ.ni,märkʰväli,(j)ɪjˈt͡so,u,moʈʈe,ˈbɐjdɐ,ɛːɡ,muʈʈe,muʈʈa,kʰāi,muʈʈe,ˈvɛjt͡sɛ,,bi:,ˈoː.wum,ˈɔw,ɖim,ta̠ɭɡja̠ɭ,mujɾgi,ow,kʰaj˨˩,ˈmunɑ,xuahae,ˈjajt͡sɛ,ɛɡː,,t͡ɕɨŋ˧˦,ˈmunɑ,ˈjajka,muʈʈe,íːǃaːndá,,tala,ɛɡː,ɛɡ,jumurˈtɑ,œf,gaɾbam,moʈʈe,ta.oˈa,həɡəi,ɛi̯,ˈtojaːʃ,,ˈo.vu,ˈwɔ.vo,t̪ʰoχm,muʈʈe,ketti,ɛkː,kʼvɛrtsχi,,ˈd͡zi.ɽa,,ˈjàːjtsɛ,jəiˈt͡sɛ,ˈmonniː,ˈmunɑ,tūk,,tuxm,uōla,uːɨ̯,e,uː,,,d͡zu,ˈja.jɔ,ləgrɛ,ʔṵ,ˈmunɑː,aɪ̯,təlo(r),ta̠ma̠ɡo̞,ˈɔ.βʊ,,kʲai˧˥,mi:ndʒ,,ˈɛkː,jumuɾˈta,ˈəiər,mäkʰväli,sanku,,ˈwebo
some,ˈkilʲka,ˈmɤni,,ˈmɤni,,,ˈmɤni,,t̪ʰoɽaː,,,ˈɲi̯ɛkɔʎkɔ,,,,,,,nämtʰinɛ,nʲɪˈmnoɡə,,,,noən,,,,,ˈɲɛkolɪk,,,,,,mjʌ̹t̚,,,baːŋ˧,ˈmonies,,,ˈnoːˌ(ɡ)ra,,mot̚˧˨ʔ ʔit̚˧˦,ˈerɑz,,,,,,,sʌm,,dy,,,,,ʋɑt,,,al.ˈɡũʃ,,,,,,zɔgi,,,,,,,ˈjokin,,,,,,,ɾˠəɪn̠ʲtʲ,,,,ˈtrɔ.xɛ,ɛrχi,tət͡ɕʰo̰,ˈmuːnd̪ɑ,,,,,,,,,,,,bäzi,,,
animal,tʋɐˈrɪnɐ,ˈloːm,ɡʲiːˈʋuːnɐs,ˈʒivɤtːɑ,*sems.t͡ɕan,χɑjˈwɑn,ˈelːæi,,pə.ʃuː,,st̥v,ˈʒivɔt͡ʃiːx,,,,,,,tsχɔvɛli,ʐɨˈvotnəjə,,,,dyːr,,,sat˦˥,,ˈʒɪvot͡ʃɪx,,,ˈa.ni.mal,ə.niˈmal,,ˈto̞ːŋmuɭ,,a.niˈmal,sat̚˨˩,ˈelætːi,,ʒiˈvɔtnɔ,jʉːr,,tʰu˧˦ vət̚˧˨ʔ,ˈʒivɑt,,,isílwaːne,,,,ˈænɪməl,,a.ni.mal,,,ˈzo.o,,dir,ˈaːlːɒt,,ˌɐ.ni.ˈmaw,aniˈmale,dʒɒːnˈvæɾ,,,t͡ʃɔuːr,tsχɔvɛli,,ˈɲa.ma,,ʒiˈʋáːw,ʒiˈvɔtno,,ˈelæin,,,,dzîunìɛks,aˈnɪvai̯l,dei̯(e)ʀ,anʲəvʲiː,ˈlo.ɛ̃n,,kɛntʰɑˈni,ˈzvʲɛ.ʐɛ,tsχɔwɛl,təɹeɪʔsʰàɴ,ˈje̞lɑi,tiːɐ̯,binataŋ,do̞ːbɯ̟ᵝt͡sɨᵝ,,pɐ́.ɕu,,,ħa.ja.waːn,tiːr,hajˈvan,,häjväni,,,aniˈmal
louse,ˈwɔʃɐ,ˈtæi,,ˈtæi,,bɪ̞t,ˈtːæi,,dʒũː,pe:nu,cai,ˈvɔʃ,bʰumi,,,paiji,tukud,,tʼi,voʂ,,ili,,,pe:nə,pe:n,,pe:nə,ˈvɛʃ,,pe:n,ˈpeː.dis,ˈpoʎ,,i,pja:nu,,haw˩˩˦,ˈtæi,bo:dʰ,ˈvɔʃka,,,zən˧˨ʔ,ˈtæi,voʂ,iɾs,íntwáːla,,,,laʊs,bit,pu,poɾiki,he:nu,,,lœy̯s,ˈtɛtyː,,pi.ˈo.ʎu,pi.ˈdɔk̚.kjo,ʃeˈpeʃ,pe:nə,pe:n,lʉuːs,tʼili,poːs,ˈⁿsa.ɓʷe,peˈzul,ˈúːʃ,ˈvɤʃkə,,ˈtæi,pēni,,,,ˈɬeɨ̯ɛn,,,ˈlɔw,mɔr,vɔˈt͡ʃʰil,vɛʂ,tʼiʃ,θáɴ,ˈt̪e̞i,laʊ̯s,kutu,ɕiɾa̠mʲi,,,,poɾki,qam.la,luːs,ˈbit,,tʼi,pa:nu,dʒũː,ˈpjo.xo
fear,,ˈkɑrtmɑ,,ˈpelːætæ,,,ˈpːelkæmæ,,,,,strax,,,,,,bʱɔe,ʃkʰurini,strax,,,,,,,,,ˈstrax,,,ˈpa.wor,ˈpo,,ˈko̞ːŋpʰo̞,,ˈfrikə,klua̯˧,ˈvɑrɑt,,,,,,ˈvɑrɑitɑ,,,,,,,fɪə,ɡorˈχu,pœʁ,,,,,ɑŋst,ˈfeːlɛlɛm,,ˈme.du,paˈu.ra,,,,,ʃiʃi,,,,ˈstráːx,,,ˈpelætæ,,ta.kut,,bâjlɛs,,aŋʃt,ˈaɡlˠə,ɔ̃n,ˈfɾik(ə),vɑχ,strax,mäqʼäl,bəjà,ˈæd̪ɑːgɨ,ʔaŋst,,,,bʱɐ.jɐ́,,,xawf,ˈr̥aiðstla,,frɪəs,ʃkʼurinä,,,ˈmjedo
star,,ˈtæht,ʒʋɐjɡʲʒʲˈdʲeː,ˈtæhti,,jʊ̞nˈdʊ̞ð,ˈtːæhtː,,,nakʂatɾamu,tārā,ˈɦvi̯ɛzda,bi:nka,,,nakʂaʈiɾam,puʈ,,murutsχi,zvʲɪzˈda,rˠeːɫ̪,natʃtʃatɾa,,stjɛrnə,nakʂatɾa,nakʂatɾam,daːu˩˨,mīṉ,ˈɦvjɛzda,,bi:nko,,əsˈtɾə.ʎə,,pjɘːɭ,mi:nu,,daːw˧,ˈtæhti,isʈa:ɾ,ˈd͡zvɛzda,²ɧæːɳa,julˈtuz,saːw˧˧,ˈtæhtɑz,ˈzorka,naʈtʃatiɾam,ímbaːsa,ˈʃtɛʁən,huka,²stjɛrnə,stɑː(ɹ),uɫdúz,e.twal,ukka,nakʂatɾ,,st̪oˈ.raɪ,stɛr,ˈt͡ʃilːɒɡ,,ɨʃˈtɾelɐ,ˈstel.la,sitɒːɾæ,natʃtʃatiɾa,nakʂatɾe,ˈʃœtna,värskʼvlävi,,ɲéˈɲe.zí,,ˈzʋèːzda,zvɛzˈda,ˈnaːsːtiː,ˈtæhti,cukka,,,zvàjɡznɛ,ˈsɛrɛn,ʃteːʀ,ˈɾˠeːl̪ˠt̪ˠə,ste.ˈʁe.dɛ̃n,yɫ,ˈɑstəʁ,ˈɡvʲaz.da,ämtʼqʼwæsg,t͡ɕɛ̀,ˈt̪e̞ːd̪j,ʃtɛʁn,bintaŋ,posi,es̺ˈtɾelɐ,,ɗaːu˨˦ ɗei˧˥,sukku,,ˈstjartna,jɯɫˈdɯ́z,,murutsχi,sukka,,esˈtɾeʎa
tie,,ˈsidumɑ,ˈrʲɪʃʲtʲɪ,ˈsiotːɑː,,,ˈkːøytːmæ,,,,cṅ,,,,,,,bɔn.dʱa,dɔkʼiruä,ˈsvʲazɨvətʲ,,,,benə,,,,,ˈpr̝̊ɪvaːzat,,,ˈli.ɡoː,,,muk̚t͈a̠,,,joːŋ˧,ˈsituo,,,,,kot̚˧˨ʔ,ˈsidodɑ,,,,,,,taɪ,,lje,,,,,ˈknoːpə(n),ˈkøt,,ɐˈtaɾ,leˈɡare,,,,,däbmä,,,,,,,ˈsitoɑ,,,,,,,,,,kɑˈpɛl,ˈvʲɔ̃.zat͡ɕ,libɛm,t͡ɕʰì/,ˈsid̪ːɨ,ˈbɪndn̩,,,,,,,,,ˈbɑːɫamac,,mɛkʼiru,,,aˈtaɾ
dig,,ˈkɑeʋɑmɑ,,ˈkɑivɑː,,,ˈkːɑipmɑ,,kʰoːd̪.nɑː,,,ˈkɔpac,,,,,,kʰan.da,ntʰχɔruä,kɐˈpatʲ,,,,ɡraːvə,,,,,ˈkopat,,,ˈfo.di.oː,kəˈva,,pʰa̠da̠,,,kʰut̚˨˩,ˈkɑivuɑ,,,,,ʔɗaːw˨˩,ˈkɑidɑ,,,,,,,dɪɡ,,kʁø.ze,,,,,ˈɣraːvə(n),ˈaːʃ,,,skaˈvare,kʲænˈdæn,,,,tʰχrä,,,,kɔˈpàːti,,,ˈkɑiʋɑː,,,,ɾakt,,ˈɡʀue̯ven,ˈt̪ˠɔxəlʲ,,,pʰɔˈɾɛl,ˈkɔ.pat͡ɕ,libərdʒɛ,tú,ˈkuovo,ˈɡʁaːbən,ɡali,,eskaˈβaɾ,,,,ħa.fa.ra,,,,ɔntʰχɔru,,,ekskaˈbaɾ
day,ˈdɛnʲ,ˈpæeʋ,,ˈpæivæ,*ȵi.ma,tæwˈlɪ̞k,ˈpːæiv,,d̪ɪn,,t̥ʰṅai,,,,,,,din,dʁä,ˈsutkʲɪ,,,,døjn,,,wan˦˥,,dɛn,ˈɾoʒ,,ˈdi.eːs,ˈdi.ə,,,,zi,wan˧,ˈpæivæ,,,,,ŋaj˨˩,ˈpæiv,,,ûːsûːɠu,tɔɡ,,,deɪ,,ʒuʁ,,,,wrad͡z,dɑx,ˈnɒp,,ˈdi.ɐ,ˈd͡ʒorno,ɾuːz,,,ˈtɛaːvʊɹ,dʁɛ,otər,ˈt͡sí.ku,,,,ˈpea̯jːviː,ˈpæiʋæ,,,rɵːz,,dɨːð,daːχ,l̪ˠɑː,ˈdɛj,,ɔɾ,d͡ʑɛɲ,lädɛʁ,nḛ,ˈpæːvɑ,tɑːk,hari,nʲiti,ˈd̪iɐ,d̪i.n̪ɐ́,ŋon˧˩,,jawm,ˈtaːɣʏr,ɡyn,daχ,dʁä,,,ˈdia
human,,ˈinimene,,ˈinemin,,,ˈinemine,,,,,,,,,,,ma.nuʱ,kʼɔtʃi,t͡ɕɪlɐˈvʲet͡ɕɪskʲɪj,,,,,,,,,ˈlɪtskiː,,,,uˈma,,ˈsʰa̠ːɾa̠m,,o.meˈnesk,,ˈihmini,,,²mɛnsklɪ(ɡ),,,ˈristit,,,,,,,ˈ(h)juːmən,,y.mɛ̃,,,,,,ˈɛmbɛri,,u.ˈmɐ.nu,,,,,,ädämiäni,,,,tʃlɔˈʋèːʃki,,,ˈihminen,,,,,,,,,,mɑɾtʰkɑˈjin,ˈlut͡s.kʲi,ämswäld,,ˈriʃt̪iːng,mɛnʃlɪç,,⟨pi1to2⟩,,mɑː.n̪ɐ.ʋɐ́,,,ba.ʃa.rijj,,,,kʼɔtʃi,,,uˈma.no
seed,ˈsʲimjɐ,ˈseːme,ˈsʲeːklɐ,ˈseːmeː,,ʊ̞rˈɫʊ̞q,ˈsːeːmeʔ,,,ʋittanam,g̥rāp´būj,ˈsɛmɛnɔ,bʰumi,,,ʋitu,tukud,ɡu.ti,tʰäsi,ˈsʲemʲə,,pittə,zɛrˈrɪːja,sɛːd,kuɾu,vita,,ʋedə,ˈsɛmɛno,ˈtov,bi:,ˈseː.men,ʎəˈvo,,ɕ͈i,bissə,səˈmɨntsə,ma˦˥.let̚˦˥.pʰan˧,ˈsiemen,bedʒdʒ,,,,hot̚˧˨ʔ,ˈsemen,naˈsʲenʲːe,pittə,ímbêːwu,ˈzɔɪ̯mn̩,,frøː,siːd,toˈχum,sə.mɑ̃s,pe:ɳɖku,bede,ˈspo̞ro̞s,,zaːt,ˈmɒɡ,,sɨˈmẽtɨ,ˈseme,t̪ʰoχm,kuɾu,bi:dʒa,fɹɛaː,tʰɛsli,ur,ˈᵐbé.(w)u,,ˈsèːmɛ,ˈsɛmɛ,,ˈsiemen,vittid,,tuxm,,haːd,zoːm,ʃiːl,,ˈfaːɾ,sɛɾm,naˈɕɛ.ɲɛ,læʃi,ʔəsḭ,ˈsiːe̞mgɨz,ˈzaːmən,bəneh,ta̠ne̞,seˈmɛnte̝,bíː.d͡ʑɐ,,vidʒdʒa,,fraiː,,,tʰäsi,ʋittanam,,
because,bɔ,ˈsest,nʲɛs,ˈsenperæsːæ,*ɡaŋ.jin.zer.na,ˈsʏ̞n.kʲi,ˈsːelːe etː,,ˈkjũ.ki,,b̥roḥ,ˈprɛtɔʒɛ,,,,,,,räχäns,pətɐˈmu‿ʂtə,ˈɔir,,,,,,,,ˈprotoʒɛ,,,ˈkʷi.a,pəɾˈkə,,t͈e̞mun,,ˈpen.tru kə,pʰrɔʔ˦˥,ˈkonsɑ,,,,,taːj˧˨ʔ vi˨˩,ˈsikʃ miʃe,,,,,,,bɪˈkɒz,ˈt͡ʃynki,paʁ.skə,,,,ˈdzəka tʃe,ɔm.ˈdɑt,ˈmɛrt,,poʁ.ˈke,perˈke,,,,tʊiː,rädgän,,t͡ʃiˈfu.kʷá,,kɛr,,,ˈkoskɑ,,,,,ˈaχɔs,væl,oːɾʲ,,,vɔɾɔfhɛˈtɛv,bɔ,läχä,lo̰,ˈsie̞pe̞rɑːst̪,vaɪ̯l,kə.ra.nə,,,,,,li.ʔan.na,,tʃynky,,ɔkʰi,,,ˈporke
black,ˈt͡ʃɔrnei̯,ˈmust,ˈjûə.dɐs,ˈmusːɑ,*nak.po,qɑˈrɑ,ˈmusːtː,ɪˈtim,kaːlaː,nalupu,k̥ʰmau,ˈt͡ʃi̯er.ni,maɖhaɾo,,,kaɾuppə,tukud,kola,utʃä,ˈt͡ɕɵrnɨj,t̪ʊv,kappə,ˈɪswɛt,soɐ̯d̥,kaɾtadə,kaɾuppə,dam˩˨,kaɾəppə,ˈt͡ʃɛrniː,,mokʰaɾo,ˈni.ɡer,ˈnə.ɡɾə,,ˈkɘːmda̠,kaɾtənu ipədə,ˈne.ɡru,dam˧,ˈmustɑ,ma:on,,svart,,ʔɗɛn˧˧,ˈmust,ˈt͡ʂornɨ,kappə,,,kadia,,blæk,ɡɑˈrɑ,nwaʁ,ka:ʈe,kappu,ˈmavros,t̪or,zʋɑrt,ˈfɛkɛtɛ,,ˈne.ɡɾu,ˈne.ro,sijɒːh,kaɾtaji,kappu,ˈsvaɻ̥ʈʊɹ,ʃävi,χar̊,,,ˈtʃə̀rn,,ˈt͡ʃaːhːpes,ˈmustɑ,tūk,,,mǣlns,dɨː,,d̪ˠʊvˠ,ˈdyː,zi,sɛv,ˈt͡ʂar.nɨ,mɛʃχɛ,nɛʔ,ˈmust̪ɑː,ʃvarts,hitam,,ˈneɣɾʊ,kŕ̩ʂ.ɳɐ,ɗam˨˦,kaɾə,ʔas.wad,ˈsvar̥tʏr,kɑˈɾɑ,,utʃä,ɖa:ɾiate,kaːlaː,ˈneɡɾo
suck,,ˈimemɑ,ˈtʲʃʲʊlʲpʲtʲɪ,ˈimiæ,,,ˈnutsːimɑ,,,,jp´,,,,,,,,tsʼuälä,sɐˈsatʲ,ˈtʲo.al,,,,,,,,,ˈmeːʒiːn,,ˈsuː.ɡoː,ʃuˈkla,tʃoʃɑ,p͈a̠ɭda̠,,ˈsu.d͡ʒe,duːt̚˨˩,ˈimie,,ˈt͡sit͡sa,,,ʔɓu˧˦,ˈimedɑ,smaktat͡sʲ,,,,,,sʌk,,sy.se,,,,,ˈzœy̯.ɣə(n),ˈsopik,,,,mækʲiːˈdæn,,,,tsʼɔvä,xɵxəx,,,,,,ˈimeæ,,,mækidæn,sùːkt,,,sˠuːɟ,,θiθ,t͡səˈt͡sɛl,ssat͡ɕ,litʃigw,soʊʔ,ˈimːɨ,ˈzaʊ̯ɡən,hisap,,t͡ʃuˈt͡ʃaɾ,,,,masˁ.sˁa,ˈsjuːa,ɛˈmːɛc,,ɔtsʼu,,,t͡ʃuˈpaɾ
dirty,,ˈmust,,ˈmusːɑ,,,ˈmusːtːɤnuʔ,,ɡən.d̪ɑː,,k̥rk̥ʰvk´,,,,,,,lɛ.tɛ.ɹa,tsʼindämi,ˈɡrʲaznɨj,,,,beskit,,,,,ˈʃpɪnaviː,,,ˈsor.di.dus,ˈbɾut,,ˈtɘːɾʌ̹p̚t͈a̠,,murˈdar,sok̚˨˩.ka˨˩.prok̚˨˩,ˈligɑhine,,,,,ʔɓən˧˩,ˈredukɑz,ˈbrudnɨ,,,,,²ʃɪtːn̩,ˈdɜːti,t͡ʃirkˈli,sal,,,,sxɑ,vœy̯l,ˈpiskoʃ,,ˈsu.ʒu,ˈspɔrko,kʲæˈsiːf,,,,tʃʼutʃʼqʼiäni,,,,uˈmáːzan,,,ˈlikɑinen,,,,nɛtīːɾs,,,sˠəˈl̪ˠax,,,kɛχˈtɔt,ˈbrud.nɨ,lətsʼid,ɲɪʔ,ˈmustɑː,ˈʃmʊt͡sɪç,koto(r),kʲita̠na̠i,,,,,,ˈouːr̥eitn,,,lɛbɔni,,ɡə̃nd̪ə,ˈsuθjo
belly,,ˈkɤht,,ˈvɑtsːɑ,,,ˈkːɤtːtː,,peːʈ,poʈʈa,k̥rbḥ,ˈbruxɔ,puɖa:,,,naɖpe:ʈgu,pudug,pɛt,kʰɔrä,ʐɨˈvot,,oʈʈe,zɐʔ,,poʈʈe,ʋajaɾə,,vayiṟu,ˈbr̝ɪxo,,ku:l,abˈdoː.men,ˈbuk,,pe̞,poʈʈi,,tʰɔːŋ˦˥,ˈvɑtʃːɑ,peɖʰ,mɛf,²mɑːɡɛ,,ʔɓʊwŋ͡m˧˨ʔ,ˈvɑts,,piɾ,isíːsu,bɔɪχ,banɖi,,bɛli,,vɑ̃tʁ,ɖokka,hoṭṭe,,nas,bœy̯k,ˈhɒʃ,,bɐ.ˈʁi.ɡɐ,ˈpan.t͡ʃa,ʃeˈkʲæm,baiɾu,bandʒi,,mutsɛli,,ˈmí.ᵐba,,ˈtrèːbux,koˈrɛm,,ˈmɑhɑ,poṭṭa,,ʃikæm,,,,ˈbˠɔlˠəɡ,ˈkofː,,pʰɔɾ,bʐux,qʰæd,baɪʔ,ˈmɑg,baʊ̯x,pərot,wi,banˈduʎo̝,,,pi:ɾ,ba.tˁa.na,ˈmaːjɪ,,,kʰɔrbä,ʈeʈʈe,,bäˈriɣä
dog,,ˈkoer,ʂuə,ˈkoirɑ,*kʰʲi,ɪ̞t,ˈpːini,,kʊt̪.t̪ɑː,kukka,c̥ʰkae,ˈpɛs,kutʃtʃo,huːn,ˈmɔːðə,na:ji,ne,kukuɹ,dʒɔʁɔri,sɐˈbakə,kuː,ne,kɛlp,hun,na:ji,na:ja,maː˩˨,na:ji,pɛs,,alla,ˈka.nis,ˈɡos,kukuɾ,ke̞ː,na:jə,ˈkɨj.ne,maː˩˩˦,ˈkoirɑ,kutʃak,,hɵnd,it,t͡ɕɔ˧˦,ˈkoir,,noi,îːɲdʒá,hʊnt,,,dɒɡ,,ʃjɛ̃,nej,na:ji,ˈscilos,,ɦɔnt,ˈkucɒ,,ˈkɐ̃w̃,ˈka.ne,sæɡ,na:ji,na:ji,ˈhʊntʊɹ,dzäʁli,nɔxɔi,ˈɡa.ɽú,ˈɡus,ˈpə́s,ˈkutʃɛ,ˈpea̯na,ˈkoirɑ,netta,aɲ.dʒiŋ,sæɡ,,kiː,hont,ˈmˠad̪ˠɾˠə,,cɕɛn,ʃun,pʲɛs,ʒɛʁ,kʰwé,ˈpiɲ,hʊnt,and͡ʒeŋ,inɯ̟ᵝ,,ɕʋɐ́n̪,ma˨˦,nej,kalb,ˈhʏntʏr,cøˈpec,ɦɔnt,dʒɔʁɔri,a:te,kutɑː,ˈpero
