word,krl,sk,yi,lo,et,kru,ba,kff,lt,tg,pci,liv,bg,vep,el,ja,tr,za,nl,ta,cy,xub,lv,te,as,fy,hy,be,se,xmf,uk,oc,pl,sva,tcy,kxv,tl,tcx,fi,gd,en,id,la,hu,mk,zu,fr,sl,brh,lb,vot,he,kfe,sv,vro,pt,de,kfa,hi,ar,mn,kn,gl,br,kfb,th,af,my,bn,ml,ru,km,mt,ms,ku,fo,ca,yea,lzz,bfq,is,mjt,ug,ko,fa,ny,es,gv,ps,nn,cs,az,sa,ur,da,it,bo,gon,vi,ga,ro,ka,sq,gdb
foot,ˈjɑlkɑ,ˈnɔɦa,fʊs,,ˈjɑlg,kʰeɖ,,aɖugu,,pɔːj,tūk,ˈlɑbɑː,stəˈpalo,ˈjoug,ˈpoði,a̠ɕi,ɑˈjɑk,tin˨˦,vut,aɖi,troːɨ̯d,ka:lə,,aɖugu,,,vɔtkʰ,naˈɣa,,närtʃäkʼutʃχi,,pɛ,ˈstɔ.pa,lägæäm,ka:lə,pa:dami,,ko:l,ˈjɑlkɑ,kʰas,fʊt,,peːs,ˈlaːb,,úːɲaːwo,pje,stɔˈpàːlɔ,nat,fou̯s,ˈʝɑlkɑ,ˈʁɛɡɛl,tapaɖ,fuːt,ˈjɑlk,ˈpɛ,fuːs,anga:l,pɛːɾ,ra.d͡ʒi.la,,aḍi,ˈpɛ,,dʒeʈʈa,tʰaːw˦˥,,t͡ɕʰè/,,aṭi,nɐˈɡa,joeṅ,,kaki,ˈpiː,ˈfɔuːtʊɹ,ˈpɛw,ka:lə,tʼäbu,anga:lə,,ɾaɖadu,,pa̠ɭ,pɒː,ˈpʰa.zí,pje,,,fuːt,ˈnoɦa,ɑˈjɑχ,pɐ́d̪,,foːd,ˈpjɛde,,ka:l,ʔɓaːn˨˩ t͡ɕən˧˧,kɔsˠ,piˈt͡ʃjor,tʼɛrpʰi,kəm.bə,pa:dam
float,ˈkeiluo,,,,ˈhɤljumɑ,,,,,,,ˈpluːokst̪ɨ,,ˈujudɑ,,,,,ˈdrɛi̯və(n),,,,,,,,,,,pʰäpʰäpʰi,,,,,,,,,ˈkelːuɑ,,fləʊt,,ˈflu.i.toː,ˈlɛbɛɡ,,,flɔ.te,,,,ˈuʝuɑ,,,flyːta,ˈhɤlʲomɑ,,ˈtʀaɪ̯bm̩,,,,,,,,,,,mjɔ́,,,ˈplavətʲ,,,,,,floˈta,,mɔmkʰu,,,,,,,,,,,,ˈplavat,,,,,ɡalledˈdʒare,,,noj˧˩,,,tʼivtʼivi,,
sea,ˈmeri,ˈmɔrɛ,,,ˈmeri,,dʲiŋˈɡɪ̞ð,,ˈjuːrɐ,bæhr,,ˈme̞r,moˈrɛ,ˈmeri,ˈθalasa,⟨umi1⟩,,haːi˥,zeː,,moːr,,jūːɾa,,xaɡɔɹ,seː,t͡sɔv,,,zʁvä,,,ˈmɔ.ʐɛ,dzuʁwä,,,,,ˈmeri,,siː,,ˈma.re,ˈtɛŋɡɛr,,ûːlwâːnɮe,mɛʁ,ˈmóːrjɛ,,miːə̯,ˈmeri,,,ɧøː,ˈmeri,maɾ,meːɐ̯,,,baħr,taɮai,,,ˈmoːʁ,,tʰa˦˥.leː˧,,pɪ̀ɴlɛ̀,,,ˈmorʲe,smud̥r,ˈbaːħɐr,laot,,hɛaːv,ˈmar,,zuʁä,,haːv,,,pa̠da̠,dæɾˈjɒː,,ˈmaɾ,,,hɑːʋ,mor̝ɛ,dæˈniz,s̪ɐ.mud̪.ɽɐ́,,hav,ˈmaːre,,,ʔɓiən˧˩,,ˈma.re,zʁvä,dɛt,
three,ˈkolme,ˈtri,dʁaj,saːm˩˧,ˈkolm,,ʏ̞s,,,,,ˈkuolm,,ˈkuːme,ˈtri.a,*/sam,,θaːm˨˦,dri,,triː,,trîːs,,tini,,jɛˈɾɛkʰ,,ˈkolːpma,sumi,trɪ,tres,tʂɨ,sɛmi,,,tatˈlɔ,,ˈkolme,,θɹiː,ti.ɡa,treːs,ˈhaːrom,,,tʁwɑ,ˈtríːjɛ,,dʀæi̯,ˈkɤlmɤd,,,treː,ˈkːolm,ˈtɾeʃ,dʁaɪ̯,,t̪in,θa.laː.θa,ɢʊrəw,,,,,saːm˩˩˦,,θóʊɴ,,,trʲi,pī,,tiɡə,,trʊdʒɪr,ˈtɾəs,,sum,,θriːr,,yt͡ʃ,sʰe̞ːt̚,,,tɾes,t̪riː,d̪re,,tr̝ɪ,ʏtʃ,t̪ɽí,,,tre,*ksum,,ʔɓaː˧˧,tʲɾʲiː,trej,sämi,tɾɛ,
squeeze,ˈlitʃɑtɑ,,,,ˈpigistɑmɑ,,,,,,,ˈpiːkst̪ɨ,,ˈɑhtiʃtɑdɑ,,,,,ˈklɛmə(n),,,,,,,,sɛʁˈmɛl,,,mɔntʃʼirä,,,ˈɕt͡ɕi.skat͡ɕ,litʰlɛ,,,,,ˈpuristɑː,,skwiːz,,ˈkom.pri.moː,ˈɲom,,,pʁɛ.se,,,,ˈlutisɑː,,,,ˈpːitːsːitːæmæ,,ˈdʁʏkŋ̩,,,,,,espɾeˈmeɾ,,,biːp̚˨˩,,ɲ̊ɪʔ,,,ʐːɨˈmatʲ,kiap,,,,,əsˈpɾe.mə,,ɔzdimu,,,,,t͡ɕ͈a̠da̠,,,ekspɾiˈmiɾ,,,,,,,,,,,,ʔɗɛ˨˩,,,mɔtʃʼɛrä,,
correct,ˈoikie,,,kɛ᷈ː,ˈɤige,,dʏ̞ˈrʏ̞θ,,,,,ˈɨigi,ˈvɛrɛn,ˈoiged,so̞ˈsto̞s,,,,,,ˈkəu̯ɪr,,paɾɛ̄īs,,xu.dʱɔ,,t͡ʃiʃt,praˈvʲilʲnɨ,,tʰinu,,,pra.vʲiˈdwɔ.vɨ,mɛgu,,,,,ˈoikeɑ,,kəˈɹɛkt,tə.pat,,ˈhibaːtlɒn,,,kɔʁɛkt,praˈʋíːlən,,,ˈɤikɤɑ,,,,ˈɤikɤ,ku.ˈʁɛ.tu,kɔˈʁɛkt,,sə.ɦiː,sˁa.ħiːħ,,,,,,tʰuːk̚˨˩,,m̥àɴ,,,ˈpravʲɪlʲnɨj,,,bə.na(r),,,koˈrɛk.tə,,mtʰini,,ˈrjɛht,,,o̞ɭtʰa̠,doˈɾos(t),,koˈreɡto,,,,ˈspraːvniː,,,səɦiː,,korˈrɛtto,,,ʔɗʊwŋ͡m˧˦,,koˈrekt,stsʼɔri,,
man,ˈmies,ˈt͡ʃɫɔvɛk,mɛnt͡ʃ,ma˧˧ nut˧˧,ˈmeːs,me:t,kɪ̞ˈʃɪ̞,magaʋa:ɳɖ,ʒmoˈɡʊs,,tūk,ˈmiːe̞z,tʃoˈvɛk,ˈmezʲ,ˈanθɾɔpɔs,⟨pi1to2⟩,inˈsɑn,βun˧˩,mɛns,a:ɳə,dɨːn,gəɳɖaɭə,tsìlvæ̀ːks,puɾuʂuɖu,ma.nuʱ,ˈminskə,mɑɾtʰ,t͡ʂaɫaˈvʲek,,kʼɔtʃi,,,ˈt͡ʂwɔ.vʲɛk,märɛ,a:ndʒʋu,kakasi,,a:lom,ˈmies,t̪ɯɲə,mæn,o.raŋ,ˈho.moː,ˈɛmbɛr,ˈt͡ʃɔvɛk,umúːntu,ɔm,ˈtʃlɔ̀ːʋɛk,naɾeenə,mənʃ,ˈmeːz,,ganmagu,mɛnːɪɧa,ˈmiːsː,ˈɔmẽɪ̯,mɛnʃ,a:naaɭə,məˈnʊ.ʂjə,ʔin.saːn,,ganɖasu,ˈɔmɪ,,maniʂa:n,ma˦˥.nut̚˦˥,,lù,manuʃ,a:ɳə,t͡ɕɪlɐˈvʲek,mnus̥s,ˈbnɪːdɛm,,ˈmɯɾov,,ˈɔ.mə,panija,kʼɔtʃi,kanɖumuga,ˈmanːɛsca,muɖsa:,,ˈsʰa̠ːɾa̠m,,,ˈombɾe,,,²mɛnːɛʃə,ˈt͡ʃlovjɛk,inˈsɑn,mɐ.n̪uʂ.jɐ́,,,ˈwɔ.mo,,mankal,ŋɨəj˨˩,ˈd̪ˠɪnʲə,om,kʼätsi,ɲɛˈɽi,tukud
sit,ˈistuo,,,naŋ˧˧,ˈistumɑ,okʰna,,kudda:,sʲeːˈdʲeːtʲɪ,,tūk,ˈist̪ɨ,sɛˈdʲɤ,ˈiʃtːɑ,ˈkaθome,sɨᵝɰᵝa̠ɾɯ̟ᵝ,,,ˈzɪtə(n),ukka:ɾə,ˈei̯sdɛð,ku:ɾsu,,ku:ɾtʃo,bɔɦ,,nəsˈtɛl,,,dɔχunä,seˈdʲite,,ˈɕɛ.d͡ʑɛt͡ɕ,lisgwrɛ,kullaɾa,,ʔu.mu.ˈpoʔ,eɾakkaɾ,ˈistuɑ,,sɪt,,ˈse.de.oː,ˈyl,,,,ˈsɛdèːti,tu:ling,,ˈisːuɑ,jaˈʃav,bʰulo:gam,,ˈisːtːmɑ,iʃ.ˈtaɾ,ˈzɪtsn̩,aɭe,bɛʈʰnaː,d͡ʒa.la.sa,sʊːx,kuɭitiko,,,udə,naŋ˥˩,,tʰàɪɴ,ˈbɔʃa,iɾikkuga,sʲɪˈdʲetʲ,ʾṅ̥guy,ʔaˁːt,dudoʔ,,,ˈsɛw.ɾə,iɾaiku,dɔχunu,kuɭəʋə,ˈsɪːtja,hokpo,,a̠nt͈a̠,neʃæsˈt̪ʰæn,,senˈtaɾ,,,,ˈsɛɟɛt,oturˈmɑχ,,,seðə,seˈdere,,udda,ŋoj˨˩,sˠɪɟ,,dʒdɔmä,ulɛm,undu
burn,ˈpɑluo,,,,ˈpɤlemɑ,olna,,maɳɖu,,,tūk,ˈpɑlːɨ,,ˈpɑlɑdɑ,,moju,,,ˈbrɑndə(n),eɾi,ˈɬɔsɡɪ,bja:ɭ,dekt,ka:lu,zɔ.la,,ajɾˈvɛl,ɣaˈret͡sʲ,,tʃʼuälä,,,ˈpa.lʲit͡ɕ ɕɛ,liʃχi,pottaʋaɾa,,,ti:kku ka:ttiti,ˈpɑlɑː,ɫ̪ɔʃɡ̊ʲ,bɝn,,ˈaːr.de.oː,ˈeːɡ,ˈɡɔɾi,,bʁy.le,,xa:xaɾ tinning,,ˈpɑlɑː,,ka:to,,ˈpːɑlɑmɑ,ɐɾˈdeɾ,ˈbʀɛnən,tʃu:ɖə,d͡ʒəl.nɑː,ħa.ra.qa,,suɖu,,,gonɖka,maj˥˩,,làʊɴ,,katikkuga,ɡɐˈrʲetʲ,ṭut,,,,,,tʃu:ɖə,ɔtʃʼu,kitʃi:kdə,ˈprɛnːa,me:da,,,suːxˈtæn,,aɾˈdeɾ,,,,ˈɦor̝ɛt,,,dʒəlna,,,,niɾus,t͡ɕaj˧˦,d̪ˠoːɟ,,tsʼvä,,tukud
many,ˈæijæ,,aˈsax,,ˈpɑlju,bagge,kʏp,tʃa:la,dɐuɡ,,tūk,ˈpæːgiɲ,,ˈæi,,,tʃɔk,,veːl,palə,,kajɾijə,dāūdz,nānā,,,ʃɑt,,,brɛli,bɐˈɦɑtɔ,,ˈvʲɛ.lɛ,mäsærd,ba:ɾi,,,uppu:m,ˈmontɑ,ˈiməɣ,ˈmɛni,baɲak,ˈmul.tiː,ˈʃok,ˈmnɔɡu,,bo.ku,ʋɛˈlìːkɔ,ba:z,,ˈmitːomɑ,,i:dʒo:ɖ,,ˈpːɑlːʲo,ˈmũj̃.tuʃ,ˈfiːlə,dumba,bɔˈhɔt̪,ka.θiːr,,halaʋu,,,peɾe,,bajə,mjá,,pala,ˈmnoɡə,c̥roen,,baɲak,ˈɡɛlɛk,ˈmɛŋkʊɹ,ˈmolt,tumba,didɔ,appaɾa,ˈmarkʏr,di:kehi,,ˈma̠ːnɯn,zɪˈjɒːd,,ˈmut͡ʃos,,ɖer,,ˈmnoɦo,t͡ʃɔχ,bɐ.ɦú,,manɡə,,,dʒa:sta,ɲiaw³³,əˈl̪ˠɑːnˠ,mult͡sʲ,bɛvri,,tukud
kill,ˈtɑpːuɑ,ˈzabic,ˈtɛjtn̩,kʰaː˨˩,ˈtɑpmɑ,eɖabna,,aʋaka:,,kuʃtæn,tūk,ˈt̪ɑpːɨ,oˈbivəm,ˈriktɑ,skoˈtono,ko̞ɾo̞sɨᵝ,,,ˈdoːdə(n),kollə,ɬaːð,kenga:ɭ,nâːvɛ̂ːt,tʃampu,,,spɑˈnɛl,,ˈkodːdiːh(t),ʔviluä,,,zaˈbʲi.jat͡ɕ,lidgæri,keɾijaɾa,,,keɖukisti,ˈtɑpːɑː,maɾav,kɪl,məmbunʊh,ˈok.ki.doː,ˈøl,ˈubiva,,ty.e,uˈbìːti,kasfing,,ˈtɑpːɑː,,ta:ʋiɾ,ˈdøːda,ˈtːɑpːmɑ,ma.ˈta(ʁ),ˈtøːtən,kollə,mɑːɾ‿ɖɑːl.nɑː,qa.ta.la,,kollu,,,alangʈa:n,kʰaː˥˩,,θaʔ,,kolluga,ʊbʲɪˈvatʲ,sm̥lāp´,ˈʔaːtɛl,məmbunoh,,,məˈta,kollə,ɔqʼvilu,koppə,ˈtrɛːpa,badʒpo,,t͡ɕuɡida̠,kʰoʃˈt̪ʰæn,,maˈtaɾ,,,,ˈzabiːt,œldyrˈmæk,ɦɐ́n̪.t̪i,marna,,utˈt͡ʃi.de.re,*ksot,haʋka,ziət̚˧˦,ˈmˠaɾˠə,omoˈrɨ,kʼvlä,,tukud
smooth,ˈtɑzɑine,,,,ˈsile,,,,,,,ˈt̪ɑzzi,,ˈtɑzo,,,,,ɣlɑt,,,,,,,,hɑɾtʰ,ˈɣɫatkʲi,,värkʼälä,,,ˈɡwat.kʲi,mərkʼənɛ,,,,,ˈtɑsɑinen,miːn,smuːð,,ˈɡla.ber,ˈʃimɒ,,,lis,,,ɡlaːt,ˈlɑkːɑ,,,,ˈsːilːe,ˈli.zu,ɡlat,,t͡ʃɪk.nɑː,naː.ʕim,,,,,,ria̯p̚˥˩,,t͡ɕʰɔ́,,,ˈɡlatkʲɪj,,,,,,,,pʰrändɛri,,ˈstljɛhtʏr,,,me̞k͈ɯɾʌ̹p̚t͈a̠,,,ˈliso,,,,ˈɦlatkiː,,,,,ˈliʃʃo,,,faŋ˧˩,kiːnʲ,ˈne.ted,pʼriälä,,
fog,ˈudu,ˈɦmɫa,,,ˈudu,,tʊ̞ˈmɑn,,ˈruːkɐs,,,ˈud̪,məˈɡɫa,ˈsumeg,,,,,mɪst,,,,,,,,mɑrɑˈχuʁ,,,nirsi,,ˈnɛβlo,mɡwa,bintʼw,,,,,ˈsumu,,fɒɡ,,kaːˈliː.ɡoː,ˈkød,ˈmaɡla,ínkuːnɡú,bʁu.jaʁ,məˈɡlá,,ˈnivəl,ˈutu,,,,ˈuntsːɤʔ,nɨ.ˈvwɐj.ɾu,ˈneːbl̩,,,dˁa.baːb,manəŋ,,ˈnɛβo̯a̝,,,mɔːk̚˨˩,,mjù,,,tʊˈman,ʾ˘b̥d,,kabos,,ˈtʰoːʰka,ˈbɔj.ɾə,,mpʼulä,,ˈθɔːka,,,a̠nɡe̞,mæh,ˈᵑkʰú.ᵑɡu,,kʲeː,,,mɫ̩ɦa,,,,tɔːɡə,ˈnebbja,*zmuk.pa,,sɨəŋ˧˧ mu˨˩,coː,ˈt͡ʃe̯a.t͡sə,nisli,ˈmjɛɡuɫ,
round,ˈpyøryɑ,,,,ˈymɑr,guʈiɳɖa,tʏ.ŋæˈræk,guɳɖɾa:n,,,tūk,ˈimːɨr,,ˈkehker,,,,,rɔnt,ʋaʈʈam,krʊn,bəjnsakɾangu:də,,guɳɖɾani,,,,ˈkruɣɫɨ,,rgväli,,,ɔˈkrɔŋ.ɡwɨ,kʼurpʼi,uɾuʈə,,,uʈʈi,ˈpyøreæ,kʰruɪɲ,ˈɹaʊnd,,roˈtun.dus,ˈkɛrɛk,,,ʁɔ̃,otˈkròːɡəw,go:l peɾi,,ˈpulskɤɑ,,ʋaʈam,,ˈtːsːɤːrikː,ʁɨ.ˈdõ.du,ʀʊnt,uɾuʈa,,,,baṭṭa,reˈðondo̝,,bubbaɾi,,,wáɪɴ,,vaṭṭa,ˈkruɡlɨj,,,,,,roˈdo,uɾuʈu,mɔrgväli,,,guɖme,,tuŋɡɯɭda̠,,,reˈdondo,,ɡərd,,ˈkulatiː,,,,,roˈtondo,,guɳɖɾal,swɛ˧˧,kɾˠiːnʲ,roˈtund,mrgväli,,tukud
thick,ˈpɑksu,ˈtɫ̩stiː,,,ˈpɑks,,qɑˈɫɯ̞n,,,,,ˈjɑmd̪i,dɛˈbɛl,ˈpɑks,,,,,dɪk,,teːu̯,,,,,,hɑst,ˈtou̯stɨ,,ʃχu,,,ˈɡru.bɨ,sgɛl,,,,,ˈpɑksu,tʰʲu,θɪk,,ˈkras.sus,ˈvɒʃtɒɡ,,,e.pɛ,ˈdɛ̀ːbɛw,,,ˈpɑksu,,,ɕɔk,ˈpːɑkːsː,iʃ.ˈpe.su,dɪk,,,sa.miːk,t͡sʊt͡saŋ,,,,,naː˩˩˦,,tʰù,,,ˈtolstɨj,juk,,,,t͡ʃʰʏʰkːʊɹ,,,pʼɛdʒi,,ˈθjɛhtʏr,,,tuk͈ʌ̹p̚t͈a̠,,,ˈɡɾweso,,ɖaˈbəl,çʊkː,ˈtlustiː,,,,tyk,ˈspes.so,,,zaj˨˩,tʲuː,ɡros,skʰɛli,,
tail,ˈhæntæ,ˈxvɔst,,,ˈsɑbɑ,kʰola,qʊ̞j.ˈrʊ̞q,toka:ɾ,,dum,tōka,ˈt̪ɑbɑːr,,ˈhænd,,ɕip̚po̞,kujɾuc,,staːrt,ʋa:lə,ˈkənfɔn,ba:lə,astɛ,vālamu,nɛz,,pɔt͡ʃʰ,xvost,,kʼudɛli,,,ˈɔ.ɡɔn,hækʼwɛd,bi:la,,,po:ɾsam,ˈhæntæ,,teɪl,,ˈkau̯.da,ˈfɒrok,ˈɔpaʃka,úm̩sîːla,kø,ˈrɛ́p,liʈʈik,,ˈæntæ,,ʋa:lə,svans,ˈhɑnt,ˈʁa.bu,ʃvant͡s,ba:lə,pũːt͡ʃʰ,ða.nab,,ba:la,ˈraβo̝,,to:ka,haːŋ˩˩˦,,ʔəmí,,ʋa:lə,xvost,kn̥duy,,eko(r),,,ˈku.ə,ba:lu,kʼudɛli,pa:lə,ˈhaːlɪ,oli,,k͈o̞ɾi,dæm,ˈmt͡ʃí.ɽa,ˈkola,,,,ɔtsas,ɡujˈruɣ,,,haːlə,ˈkoda,,tokoɾ,ʔɗuəj˧˧,ˈɾˠɨbˠəl̪ˠ,ˈkʷadə,kʼudi,,kindiɾ
suck,ˈimie,,,,ˈimemɑ,,,,ˈtʲʃʲʊlʲpʲtʲɪ,mækidæn,,ˈimːɨ,,ˈimedɑ,,,ɛˈmːɛc,,ˈzœy̯.ɣə(n),,,,sùːkt,,,,t͡səˈt͡sɛl,smaktat͡sʲ,,tsʼuälä,,,ssat͡ɕ,litʃigw,,,,,ˈimeæ,ˈtʲo.al,sʌk,,ˈsuː.ɡoː,ˈsopik,ˈt͡sit͡sa,,sy.se,,,,ˈimiæ,,,,ˈnutsːimɑ,,ˈzaʊ̯ɡən,,,masˁ.sˁa,xɵxəx,,t͡ʃuˈt͡ʃaɾ,,,duːt̚˨˩,,soʊʔ,tʃoʃɑ,,sɐˈsatʲ,jp´,,hisap,ˈmeːʒiːn,,ʃuˈkla,,ɔtsʼu,,ˈsjuːa,,,p͈a̠ɭda̠,mækʲiːˈdæn,,t͡ʃuˈpaɾ,,,,,,,,,,,,ʔɓu˧˦,sˠuːɟ,ˈsu.d͡ʒe,tsʼɔvä,θiθ,
red,ˈruskie,ˈt͡ʃɛrvɛniː,,,ˈpunɑne,kheso,,eɾɾa,rɐʊˈdoːnɐs,,key,ˈpunːi,tʃɛrˈvɛn,ˈrusked,ˈkocinos,akaki,kɯɾmɯzɯ,,roːt,cem,koːχ,tissəgaɳɖa:ngi,sâɾkans,eɾupu,ɹɔ.ŋa,,kɑɾˈmiɾ,t͡ʂɨˈrvonɨ,,tʃʼitʰä,t͡ʃeˈrwɔnei̯,,t͡ʂɛrˈvɔ.nɨ,tsʼərni,kempu,netuɾi,pʊˈla,keppə,ˈpunɑinen,ˈtʲɛrɛk,ɹɛd,,ˈru.be.us,ˈpiroʃ,,,ʁuʒ,ərˈdɛ́tʃ,xi:sun,ʀəʊt,ˈkɑuniz,,netiɾ,røːd,ˈverːev,vɨɾ.ˈmɐ(j).ʎu,roːt,tʃo:pə,lɑːl,ʔaħ.mar,,kempu,beɾˈmeʎo̝,,jeruɖi,dɛːŋ˧,roːi̯,nì,,tʃumappə,ˈkrasnɨj,k̥rhm,ˈɐħmɐr,merah,,,ˈrɔt͡ʃ,tʃo:pə,mtʃʼitʰä,keppə,ˈrøyːðʏr,e:so,,p͈a̠ɭɡa̠tʰa̠,ɢeɾˈmez,,ˈroxo,,sur,ræʉ,ˈt͡ʃɛrvɛniː,,ɽu.d̪ʱi.ɽɐ́,lal,røːd,ˈros.so,*dmar.po,eɾɾag,ʔɗɔ˧˩,ˈdʲaɾˠəɡ,ˈro.ʃu,tsʼitʰɛli,kuc,tukud
narrow,ˈkɑidu,ˈuːski,,,ˈkitsɑs,,ˈtɑr,,,,,ˈoːd̪ɨz,ˈtɛsɛn,ˈkɑid,,se̞ma̠i,,,nɑu,,kɨːl,,ʃàuɾs,,,,nɛʁ,ˈvuskʲi,,intsʼrɔ,wʊˈzʲkɪi̯,,ˈvɔ̃s.kʲi,näχwtsʼi,,,,,ˈkɑpeɑ,kʰɯːɫ̪,ˈnæɹoʊ,,anˈɡus.tus,ˈsyːk,,,e.tʁwa,ˈòːzək,,,ˈɑhɑz,,,,ˈɑhtːɑkɤnɤ,iʃ.ˈtɾɐj.tu,ɛŋ,,t̪əŋɡ,dˁaj.jiq,narʲiŋ,,,,,kʰɛːp̚˥˩,,t͡ɕɪ́ɴ,,,ˈuskʲɪj,cṅ̥ʾiat,,,,,əsˈtɾət,,ndäri,,ˈθrøyŋkʏr,,,,,,es̺ˈtɾe.tʃo,,,,ˈuːskiː,dɑr,,,snɛvər,ˈstretːo,,,hɛp̚˧˨ʔ,kuːŋ,strɨmt,vitsʼrɔ,,
one,ˈyksi,ˈjɛdɛn,,nɯŋ˧˧,ˈyks,o:nd,bɪ̞r,oɾɾo:ʈ,,,ok,ˈikʃ,,ˈyksʲ,ˈe̞na,it͡ɕi̥,biɾ̝̊,it˥,eːn,onnə,ɨːn,ʋandə,viɛ̂ns,okaʈi,ɛk,,mɛk,,ˈokːta,ärtʰi,oˈdɪn,,ˈjɛ.dɛn,ɛʃχu,ondʒi,ranɖi,iˈsa,uttə,ˈyksi,ɯːn,wʌn,sa.tu,ˈuː.nus,ˈɛɟː,,,œ̃,,asit,eːn,ˈyhsi,,o:dit,ɛt,ˈytːsː,ˈũ,aɪ̯ns,ondə,,waː.ħid,niɡ,ondu,,ˈỹː.nãn,okko:t,nɯŋ˨˩,,tɪʔ,æk,onnə,ɐˈdʲin,muay,,satu,ˈjɛk,,ˈun,ondʒu,är,ondə,eitn,o:nd,bir,ha̠na̠,jekʲ,ˈmó.d͡zi,ˈuno,nɛːn,,,ˈjɛdɛn,,ɐ́j.kɐ,,,ˈuno,*kt͡ɕik,ondi,mot̚˧˨ʔ,iːnˠ,ˈu.nu,ɛrtʰi,ɲə,okuʈi
water,ˈvesi,ˈvɔda,,nam˥˦,ˈʋesi,amm,hɯ̞w,e:ɾu,,ɔːb,nīr,ˈve̞ʒ,,ˈvezi,neˈro,⟨mi1du⟩,ˈsu,ɣam˦˨,ˈʋaːtər,taɳɳi,duːr,ni:ɾə,ûːdɛns,ni:ɾu,pa.ni,ˈvɛtər,d͡ʒuɾ,vaˈda,ˈt͡ʃaːht͡siː,tsʼqʼäri,wɔˈdɑ,,ˈvɔ.da,lits,ni:ɾə,eju,ˈtu.biɡ,ni:ɾ,ˈʋesi,ˈɯʃkʲə,ˈwɔːtə,a.ʔɪr,ˈa.kʷa,ˈviːz,,ámáːnzi,o,,di:r,ˈvaːsɐ,ˈvesi,,ni:ɾ,ˈvatːɛn,ˈvesːi,,ˈva.sɐ,ni:ɾə,pɑː.niː,maːʔ,ʊs,ni:ɾu,ˈaw.ɡa,ˈduːʁ,i:ɾ,naːm˦˥,ˈvɑːtər,jè,dʒɔl,ʋellam,vɐˈda,dẏk,,,,vaʰtn,ˈaj.ɡwə,ni:ɾu,tsʼkʼäri,ni:ɾə,vaʰtn,hamdu,su,muɭ,ɒːb,ˈma.d͡zí,ˈaɡwa,ˈuʃtʲə,obə,ˈʋɑtn̩,ˈvoda,su,ɐ́p,pɑːniː,vand,,*t͡ɕʰu,jeɾ,nɨək̚˧˦,ˈɪʃcɪ,ˈapə,tsʼqʼäli,ˈujə,ni:r
here,ˈtæs,,,,ˈsiːn,,,,tʃʲɛ,,,ˈt̪æs,ˈtuk,ˈtægæ,,⟨ko2ko2⟩,,,ɦir,,,,,,iat,,ɑjsˈtɛʁ,,,tʰäkʰ,,,tu,ämɛtʃu,,,,,ˈtæːlːæ,,hɪə(ɹ),,hik,ˈitː,ˈtuka,,i.si,ˈtúːkaj,,hai̯,ˈtæːlːæ,kan,,hæːr,ˈtːɑn,ɐˈki,hiːɐ,,,hu.naː,,,,,,tʰiː˥˩.niː˥˩,,,,,zʲdʲesʲ,neḥ,aʊ̯n,sini,,,əˈki,,äkʰ,,çɛːr,,,jʌ̹ɡi,iːnˈdʒɒː,,aˈki,,ˈd̪əlt̪a,,ˈtoto,burɑˈdɑ,ɐ́t̪.ɽɐ,,,kwa,,,,,aˈit͡ʃʲ,äkʰ,,
louse,ˈtæi,ˈvɔʃ,,,ˈtæi,pe:n,bɪ̞t,poɾiki,,,pēni,ˈt̪e̞i,ˈvɤʃkə,ˈtæi,,ɕiɾa̠mʲi,ˈbit,,lœy̯s,pe:nə,ˈɬeɨ̯ɛn,pja:nu,,pe:nu,,,vɔˈt͡ʃʰil,voʂ,,tʼi,ˈwɔʃɐ,peˈzul,vɛʂ,tʼiʃ,pe:n,,,iɾs,ˈtæi,,laʊs,,ˈpeː.dis,ˈtɛtyː,ˈvɔʃka,íntwáːla,pu,ˈúːʃ,bo:dʰ,,ˈtæi,,paiji,,ˈtːæi,pi.ˈo.ʎu,laʊ̯s,pe:nə,dʒũː,qam.la,poːs,he:nu,,ˈlɔw,pa:nu,haw˩˩˦,,θáɴ,,pe:n,voʂ,cai,,kutu,,lʉuːs,ˈpoʎ,pe:nə,tʼi,ili,luːs,bʰumi,,i,ʃeˈpeʃ,ˈⁿsa.ɓʷe,ˈpjo.xo,,,,ˈvɛʃ,bit,,dʒũː,,pi.ˈdɔk̚.kjo,,poɾki,zən˧˨ʔ,,,tʼili,mɔr,tukud
