word,bg,gon,ml,et,yea,vi,zu,ur,sl,en,gl,sq,kxv,he,gv,fa,kru,ko,my,ny,fi,ca,ta,tg,fy,az,krl,za,lzz,kfa,fr,is,vot,lb,kfe,as,nl,pl,ug,uk,cs,oc,nn,ru,la,th,mn,sv,mk,bfq,ba,mt,tr,pci,hy,pt,vep,br,xmf,hu,sk,ka,tl,ar,ps,bo,lo,kn,lv,cy,da,mjt,gdb,xub,brh,es,lt,hi,ku,af,ms,gd,tcy,id,kff,liv,tcx,de,ja,se,it,sa,km,fo,vro,be,ga,yi,ro,el,sva,kfb,bn,te
tooth,zɤp,pal,pallə,ˈhɑmːɑs,pallu,zaŋ˧˧,îːzîːɲo,d̪ãt̪,ˈzóːp,tuːθ,,,palu,,,dændɒːn,pall,i,θwá,ˈd͡zí.no,ˈhɑmːɑs,ˈdent,pallə,dændɔːn,,diʃ,ˈhɑmːɑs,heːu˥,kʼibiri,pallə,dɑ̃,tʰœnː,ˈɑmːɑz,,pal,dãt,tɑnt,zɔmp,t͡ʃiʃ,,zup,,tɑnː,zup,dens,fan˧,ʃud,ˈtand,,hallə,tɪ̞ʃ,ˈsɪnːɐ,diʃ,pel,ɑˈtɑm,ˈdẽ.tɨ,ˈhɑmbɑz,,kʼibiri,ˈfoɡ,ˈzup,kʼbili,,san.na,ɣɑʂ,*so,kʰɛːw˨˩,hallu,zùops,dant,tan,pa:ldu,pa:lkill,pallə,danda:n,ˈdjente,,d̪ɑ̃ːt̪,,,ɡiɡi,,ku:li,ɡi.ɡi,palk,ˈɑːmbɑz,paɾse,t͡saːn,ha̠,,ˈdɛnte,d̪ɐ́n̪.t̪ɐ,d̥ʰmeñ,tʰɔnː,ˈhɑmːɑsː,,ˈfʲiəkəlʲ,tsɔn,ˈdinte,ˈðɔndi,ʃdikʰ,palku,d̪ɑt̪,pannu
wipe,,,,ˈpyhkimɑ,,law˧˧,,mɪʈanaː,,waɪp,,,,ˈneɡev,,,,ɕ͈it̚t͈a̠,θoʊʔ,,ˈpyːhkiæ,ə.ʃuˈɡa,,,,,ˈpyhkie,,ɔtsʼimidu,,e.sɥi.je,,ˈpyhtʃiæ,,,mɔ.sa,ˈveː.ɣə(n),vɨˈt͡ɕɛ.rat͡ɕ,,,ˈuciːrat,ejsyˈɣa,,vɨtʲɪˈratʲ,ˈter.ɡoː,t͡ɕʰet̚˦˥,,,ˈbriʃɛ,,,,,,səɾˈpʰɛl,ˌes.fɾe.ˈɡa(ɻ),ˈpyhktæ,,tsʼiminduä,ˈtørøl,,tsʼmɛndä,,ma.sa.ħa,,,,,slāwtsîːt,,veskɘ,,,,,limˈpjaɾ,,,,,,,,,,ˈpuːst̪ɨ,,ˈvɪʃn̩,,,aʃʃuˈɡare,,,,ˈpːyhkːmæ,,ˈkɪmʲɪlʲ,,,,likʼwtsæni,,,
suck,,,,ˈimemɑ,,ʔɓu˧˦,,,,sʌk,t͡ʃuˈt͡ʃaɾ,θiθ,,,,mækʲiːˈdæn,,p͈a̠ɭda̠,soʊʔ,,ˈimeæ,ʃuˈkla,,mækidæn,,,ˈimie,,ɔtsʼu,,sy.se,ˈsjuːa,ˈimiæ,,,,ˈzœy̯.ɣə(n),ssat͡ɕ,,,,,,sɐˈsatʲ,ˈsuː.ɡoː,duːt̚˨˩,xɵxəx,,ˈt͡sit͡sa,,,,ɛˈmːɛc,,t͡səˈt͡sɛl,,ˈimedɑ,,tsʼuälä,ˈsopik,,tsʼɔvä,,masˁ.sˁa,,,,,sùːkt,,,,,,,t͡ʃuˈpaɾ,ˈtʲʃʲʊlʲpʲtʲɪ,,ˈmeːʒiːn,,hisap,ˈtʲo.al,,,,ˈimːɨ,,ˈzaʊ̯ɡən,,,,,jp´,,ˈnutsːimɑ,smaktat͡sʲ,sˠuːɟ,,ˈsu.d͡ʒe,,litʃigw,,tʃoʃɑ,
sleep,spʲɤ,mi:ɳɖa,uɾanguga,ˈmɑgɑmɑ,oɾa,ŋu˧˩,,,ˈspaːti,sliːp,,,,,,xɒːbiˈdæn,khandaɾna,t͡ɕa̠da̠,ʔeɪʔ,,ˈnukːuɑ,duɾˈmi,uṟaṅku,xɔːbiˈdæn,,jɑtˈmɑχ,ˈmɑguɑ,,ndʒiri,oɾa,dɔʁ.miʁ,ˈsɔːva,ˈmɑkɑː,ˈʃloːfən,oɾəgə,xʊa,ˈslaː.pə(n),spat͡ɕ,,,spaːt,,,spatʲ,ˈdor.mi.oː,nɔːn˧,,soːva,,oɾəgədə,,ˈraːʔɐt,,maḍ,kʰəˈnɛl,duɾ.ˈmiɾ,ˈmɑgɑtɑ,,luri,ˈɒlsik,ˈspac,dzili,ma.ˈtu.loɡ,naː.ma,,,nɔːn˦˥,malagu,ɡulɛ̂ːt,ˈkəsɡɨ̞,,andaɾpo ko:ɖa,tukud,aɾgu,xatʃing,dorˈmiɾ,,soː.nɑː,,,tido(r),,dʒippaɾa,ti.dur,undʒaʈam,ˈmɑgːɨ,oɾkʰə,ˈʃlaːfn̩,,ˈoɑ̯ððiːh(t),dorˈmire,s̪ʋɐ́.pi.t̪i,ṭek,,ˈmɑkɑmɑ,,ˈkɔd̪ˠɪlʲ,,dorˈmi,ciˈmame,uʒ,i:mangsati,,nidɾapoʋu
at,,,,ˈl,,,,,pri,æt,,ˈnə,,,,dæɾ,,,m̥à,,ˈlːɑ,a,,,,,ˈlːɑ,,,,a,,ˈlːɑ,,,,ɔp,u,,,u,,poː,vɛ,in,tʰiː˥˩,,poː,vɔ,,,,,,,ˈa,ˈl,,,,,zɛ,,ˈʕind̪æ,,*la,tʰiː˧˧,,,ʊrθ,,,,,,en,pɐs,pəɾ,,,di,,,,,ˈjuːsɨ,,an,de̞,,a,,,ʊiː,ˈl,,ə,,la,ˈston,ʒi,,,
correct,ˈvɛrɛn,,,ˈɤige,,ʔɗʊwŋ͡m˧˦,,səɦiː,praˈʋíːlən,kəˈɹɛkt,,,,,,doˈɾos(t),,o̞ɭtʰa̠,m̥àɴ,,ˈoikeɑ,koˈrɛk.tə,,,,,ˈoikie,,mtʰini,,kɔʁɛkt,ˈrjɛht,ˈɤikɤɑ,,,xu.dʱɔ,,pra.vʲiˈdwɔ.vɨ,,,ˈspraːvniː,,,ˈpravʲɪlʲnɨj,,tʰuːk̚˨˩,,,,,dʏ̞ˈrʏ̞θ,,,,t͡ʃiʃt,ku.ˈʁɛ.tu,ˈoiged,,tʰinu,ˈhibaːtlɒn,,stsʼɔri,,sˁa.ħiːħ,,,kɛ᷈ː,,paɾɛ̄īs,ˈkəu̯ɪr,,,,,,koˈreɡto,,sə.ɦiː,,,bə.na(r),,,tə.pat,,ˈɨigi,,kɔˈʁɛkt,,,korˈrɛtto,,,,ˈɤikɤ,praˈvʲilʲnɨ,,,koˈrekt,so̞ˈsto̞s,mɛgu,,,
guts,,,,ˈsoːled,,,,,,ɡʌts,,,,,,,,,ʔù,,ˈsuolisto,,,,,,ˈsuonet,,tʃʼu,,ɑ̃t.ʁaj,,ˈsoːlɤd,,,,,,,,,,,kʲɪʂˈkʲi,,,,,ˈt͡srɛva,,,,,,pʰoɾoˈtikʰ,,ˈsoliʃt,,tʃʼi,ˈbeːl,,nätsʼlävi,,,,,,,,,,,,,,,,,,,,,,,,ˈsuːold̪,,ˈaɪ̯nɡəvaɪ̯də,,,,,,,ˈsːoːlikuʔ,,ˈɪn̠ʲiː,,,,tʃʼintʃʼil,,,
some,,,,ˈmɤni,,mot̚˧˨ʔ ʔit̚˧˦,,,,sʌm,,,,,,,,mjʌ̹t̚,tət͡ɕʰo̰,,ˈjokin,,,,,,ˈmonies,,bäzi,,dy,,ˈmɤni,,,,ʋɑt,ˈtrɔ.xɛ,,ˈkilʲka,ˈɲɛkolɪk,,,nʲɪˈmnoɡə,,baːŋ˧,,ˈnoːˌ(ɡ)ra,,,,,,,,al.ˈɡũʃ,ˈerɑz,,nämtʰinɛ,,ˈɲi̯ɛkɔʎkɔ,zɔgi,,,,,,,,,noən,,,,,,,t̪ʰoɽaː,,,,,,,,ˈmuːnd̪ɑ,,,,,,,,,ˈmɤni,,ɾˠəɪn̠ʲtʲ,,,,ɛrχi,,,
think,,,,ˈmɤtlemɑ,,ŋi˦ˀ˥,,sotʃn̪aː,ˈmiːsliti,θɪŋk,,mɛnˈdɔj,,ħaˈʃav,,ˌfekɾ kʲæɾˈd̪æn,,sʰe̞ŋɡa̠kʰa̠da̠,twé,ɡaˈni.za,ˈɑjɑtelːɑ,pənˈsa,,,,dyʃynˈmæk,ˈtuːmɑmɑijɑ,,ɔsimädu,,pɑ̃.se,ˈhʏxsa,ˈduːmɑtɑ,,,bʱɔ.ba,ˈdɛŋkə(n),ˈmɨɕ.lɛt͡ɕ,,ˈdumɐte,ˈpr̝̊ɛmiːʃlɛt,,,ˈdumətʲ,ˈkoː.ɡi.toː,kʰit̚˦˥,,,,,,ˈħaːsɛp,,,mətɑˈt͡sɛl,pẽˈsaɾ,ˈmeletɑdɑ,,gurtʃämä,ˈɡondolkodik,ˈmisli̯ɛc,pʰikʰri,,,,,,,,ˈmɛðʊl,,,,,,penˈsaɾ,,sotʃn̪aː,ˈfɯkɯɾiːn,dəŋk,fike(r),,,pi.kir,,ˈmɨt̪lɨ,,ˈdɛŋkən,kamukapu,ˈjurːttaʃih(t),,,yl´,,ˈmɤtːlɤmɑ,,capˠ,,ɡɨnˈdi,ˈsceftome,liskʼɔrɛ,,,
road,pɤt,haɾɾi,ʋaɻi,ˈteː,raste,ʔɗɨəŋ˨˩,uḿ̩ɡwaːǃo,səɽək,ˈtsèːsta,ɹəʊd,esˈtɾaða̝,ˈruɡə,,,reːd̪,,ɖahaɾe,kiɭ,láɴ,mˈse.(w)u,ˈtie,kə.rəˈte.ɾə,vaḻi,,,,ˈtie,lo˧,gzä,ba:te,ʁut,ˈvɛːɣʏr,ˈteː,,ta:ɾi,bat,baːn,ˈdrɔ.ɡa,,dɔˈrɔɦɐ,ˈt͡sɛsta,,,dɐˈroɡə,ˈwi.a,tʰa˨˩.non˩˩˦,,vɛːɡ,,ta:ɾi,jul,triːʔ,jɔɫ,pāv,t͡ʃɑnɑˈpɑɾ,iʃ.ˈtɾa.ðɐ,ˈte,hɛ̃nd,ʃärä,ˈuːt,ˈt͡sɛsta,gzä,,tˁa.riːq,wɑʈ,,,mārga,tsɛʎʃ,,,pa:odu,rasta,baʈʈi,saɖak,kaˈmino,ˈkælʲɐs,səɽək,,pɑt,d͡ʒalan,,paɾvata,,aɾɾi,ˈrie̞k,a:laɾ,ˈʃtraːsə,dau,,ˈstrada,,p̥ʰlūv,ˈveːvʊɹ,ˈtːiː,,ˈbˠoːhəɾˠ,,,ˈðromos,ʃukʼw,daaɾ,ɾast̪a,ma:ɾgamu
dust,,,,ˈtolm,,ʔɓuj˧˨ʔ,úːtʰuːli,d̪ʱuːl,ˈpráːx,dʌst,pɔ,,,,dʒaun,,,mʌ̹nd͡ʑi,pʰòʊɴ,ˈfu.ᵐbí,ˈpøly,ˈpols,,,,toz,ˈpøly,,mtʼvɛri,,pu.sjɛʁ,rɪːk,ˈtolmu,ʃtəps,,dʱu.li,,kuʂ,,,,,,pɨlʲ,ˈpul.wis,fun˨˩,,dam,,,sɑŋ,,toz,,pʰoˈʃi,ˈpɔ,ˈpøly,,tʼvɛri,ˈpor,,mtʼvɛri,,ɣu.baːr,,*tʰal.ba,,,,ɬuːχ,støːv,,,,,ˈpol.bo,,d̪ʱuːl,,stɔf,haboʔ,,,,,ˈpɨrm,,ʃtaʊ̯p,,ˈkavːja,ˈpol.ve.re,d̪ʱuː.l̪i,dʰūlī,,ˈtːolm,pɨɫ,dʲanˠəx,,,,pʼisw,,,
wet,,,,ˈmærg,,ʔɨət̚˧˦,,ɡiːlaː,ˈmòːkər,wɛt,,,,,,xiːs,,,sò,,ˈmærkæ,ˈmɔʎ,,,,,ˈmærgæ,,ʃu,,mu.je,ˈvɔːtʏr,ˈmærtʃæ,naːs,,ti.ta,nɑt,ˈmɔ.krɨ,,,ˈmokriː,,,ˈmokrɨj,ˈuː.dus,pia̯k̚˨˩,t͡ɕʰiːɡ,voːt,,,jɪ̞ˈwɪ̞ʃ,,,,tʰɑt͡sʰ,muˈʎaðu,ˈmærg,,ʃɔliri,ˈnɛdvɛʃ,ˈmokriː,svɛli,,,lund̪,,,,slapʲʃ,ɡwlɨːb,vɔːd,,,,,moˈxado,,ɡiːlaː,,,basah,flux,,,,ˈkɑʒːi,,nas,nɯ̟ᵝɾe̞ɾɯ̟ᵝ,,baɲˈɲato,,,,ˈlikːɤ,ˈmokrɨ,fʲlʲʊx,,ud,,məʒir,,,
rope,vəˈʒɛ,,,ˈkøis,,zəj˧˧,íntaːmbo,,,ɹəʊp,,liˈtaɾ,,ˈχe.vel,,,,pa̠t̚t͡ɕ͈uɭ,t͡ɕó,,ˈkøysi,ˈkɔɾ.də,,ærʁæmtʃin,,,ˈnuorɑ,,tʰɔkʼi,,kɔʁd,ˈreiːpɪ,ˈtʃøysi,zeːl,,zɔ.ɹi,,ˈlʲi.na,,,,,,vʲɪˈrʲɵfkə,ˈfuː.nis,t͡ɕʰɯa̯k̚˥˩,,,ˈjaʒɛ,,ɑrˈqɑn,,,,pɑˈɾɑn,ˈkɔɾ.dɐ,ˈnor,kɔrdɛn,tʰɔkʼi,ˈkøteːl,ˈɫanɔ,tʰɔkʼi,,ħabl,,,,,àwkla,r̥aːf,tɔv,,,,,ˈkwerda,,ɖoː.ɾiː,,,tali,,,,,ˈkie̞uʒ,,zaɪ̯l,,,ˈkɔrda,,k̥ʰsae,,ˈkːøytsː,vʲaˈrou̯ka,tʲiad̪ˠ,,,,tʰækʼw,,,
walk,ˈxɔdʲə,taka,naɖakkuga,ˈkæimɑ,naɖa,ʔɗi˧˧,,,,wɔːk,,ˈɛtsi,,,,,e:kʰna,ˈkɘːt̚t͈a̠,ʃaʊʔ,,ˈkæʋelːæ,kə.miˈna,naɖə,ɡæʃtæn,,jeriˈmæk,ˈkævelːæ,,gɔlvä,naɖa,maʁ.ʃe,ˈkauŋka,ˈtʃæymæː,ˈɡo.en,naɖʋu,kʰʊz.kaʴɦa,ˈloːpə(n),iɕt͡ɕ,,,jiːt,,,xɐˈdʲitʲ,ˈɡra.di.or,dɤːn˧,,ɡoː,ˈɔdi,naɖəʋadə,,,,tūk,kʰɑjˈlɛl,ɐ̃.ˈdaɾ,ˈkæveltæ,,gilulä,ˈjaːr,ˈiːsc,siäruli,,ma.ʃaː,,*ɡom.pa.rɡʲak,ɲaːŋ˧˧,naɖə,iɛ̂t,ˈkɛrðɛd,ɡɔː,he:kpo,tukud,naɖi,tʃeɾɾing,kamiˈnaɾ,ˈɛjːtʲɪ,ʈɛːʱl.nɑː,,lʊəp,,,naɖapaɾa,,naɖam,ˈkæːd̪ɨ,naɖaɾɾə,ˈlaʊ̯fən,a̠ɾɯ̟ᵝkɯ̟ᵝ,,kammiˈnare,,ṭoer,,ˈkːæymæ,,ʃuːlʲ,,ˈmer.d͡ʒe,,lizɛläl,naɖus,,naɖutʃu
three,,,,ˈkolm,,ʔɓaː˧˧,,,ˈtríːjɛ,θɹiː,,tɾɛ,,,t̪riː,,,sʰe̞ːt̚,θóʊɴ,,ˈkolme,ˈtɾəs,,,,ʏtʃ,ˈkolme,θaːm˨˦,sum,,tʁwɑ,θriːr,ˈkɤlmɤd,dʀæi̯,,tini,dri,tʂɨ,yt͡ʃ,trɪ,tr̝ɪ,tres,,trʲi,treːs,saːm˩˩˦,ɢʊrəw,treː,,,ʏ̞s,,,,jɛˈɾɛkʰ,ˈtɾeʃ,ˈkuːme,,sumi,ˈhaːrom,ˈtri,sämi,tatˈlɔ,θa.laː.θa,d̪re,*ksum,saːm˩˧,,trîːs,triː,,,,,,tɾes,,t̪in,,,tiɡə,,,ti.ɡa,,ˈkuolm,,dʁaɪ̯,*/sam,ˈkolːpma,tre,t̪ɽí,pī,trʊdʒɪr,ˈkːolm,,tʲɾʲiː,dʁaj,trej,ˈtri.a,sɛmi,,,
dog,ˈkutʃɛ,nej,na:ja,ˈkoer,na:ji,t͡ɕɔ˧˦,îːɲdʒá,kutɑː,ˈpə́s,dɒɡ,,cɕɛn,,,ˈmɔːðə,sæɡ,alla,ke̞ː,kʰwé,ˈɡa.ɽú,ˈkoirɑ,ˈɡos,na:ji,sæɡ,huːn,,ˈkoirɑ,ma˨˦,dʒɔʁɔri,na:ji,ʃjɛ̃,ˈhʏntʏr,ˈkoirɑ,hont,na:ji,kukuɹ,ɦɔnt,pʲɛs,it,,pɛs,ˈɡus,,sɐˈbakə,ˈka.nis,maː˩˩˦,nɔxɔi,hɵnd,,ne,ɪ̞t,kɛlp,cøˈpec,netta,ʃun,ˈkɐ̃w̃,ˈkoir,,dʒɔʁɔri,ˈkucɒ,ˈpɛs,dzäʁli,,kalb,,*kʰʲi,maː˩˨,na:ji,,kiː,hun,kutʃtʃo,ne,na:jə,kutʃak,ˈpero,ʂuə,kʊt̪.t̪ɑː,,ɦɔnt,and͡ʒeŋ,kuː,na:ji,aɲ.dʒiŋ,nej,ˈpiɲ,noi,hʊnt,inɯ̟ᵝ,ˈpea̯na,ˈka.ne,ɕʋɐ́n̪,c̥ʰkae,ˈhʊntʊɹ,ˈpːini,,ˈmˠad̪ˠɾˠə,hʊnt,ˈkɨj.ne,ˈscilos,ʒɛʁ,a:te,kukuɾ,kukka
green,zɛˈlɛn,patʃtʃad,patʃtʃa,ˈroheline,patʃtʃe,maw˨˩,,,zɛˈlɛ́n,ɡɹiːn,ˈbeɾðe̝,ˈɟɛlbəɾ,a:kupatʃtʃa,jaˈʁok,,sæbz,haɾija:ɾ,no̞ks͈e̞k̚,séɪɴ,,ˈʋihreæ,ˈvɛɾt,patʃtʃə,,ɣriə̯n,jɑˈʃɯɫ,ˈvihrie,,χäntʃʼɛni,patʃtʃe,vɛʁ,kraitn,ˈrohoin,ɡʀeŋ,patʃtʃə,xɛu.zia,ɣrun,ʑɛˈlɔ.nɨ,jeˈʃil,zeˈlɛnei̯,ˈzɛlɛniː,ˈbert,,zʲɪˈlʲɵnɨj,ˈwi.ri.dis,kʰia̯w˩˩˦,,ɡrøːn,,patʃtʃe,jæˈʃɪ̞l,ˈɐħdɐr,jeˈʃil,pay,kɑˈnɑt͡ʃʰ,ˈveɾ.ðɨ,ˈvihɑnd,,tsʼvänɛ,ˈzøld,ˈze̞.ɫe̞.niː,mtsʼvänɛ,,ʔax.dˁar,zərˈɣun,*ld͡ʑaŋ.kʰu,,hasiru,zaʎʃ,ɡwɨ̞rð,ɡrœn,ɾanalo,tukud,passla:ngi,guanakki,ˈberde,,ɦə.ɾɑː,,,hid͡ʒau̯,ˈuəɲə,patʃtʃe,,patʃtʃa,ˈoːʎɑz,patʃtʃai,ɡʁyːn,mʲido̞ɾʲi,,ˈver.de,,paitṅ,,ˈrohilinɤ,zʲaˈlʲonɨ,ɡlˠasˠ,ɡʁin,ˈver.de,ˈpɾasinos,jərʒi,niguɾ,,patʃtʃa
ear,uˈxɔ,keʋu,tʃeʋi,ˈkɤrʋ,kemi,taːj˧˧,ínɮeːɓé,,uˈxóː,ɪə̯,,,kiɾiju,,kleːʃ,ɡoːʃ,kʰebda,kɥi,ná,ˈkʰu.tú,ˈkorʋɑ,oˈɾə.ʎə,ka:də,ɡɵʃ,,,ˈkorvɑ,ɣɯ˧˩,qʼudʒi,kemi,ɔ.ʁɛj,ˈeira,ˈkɤrvɑ,ˈəʊ̯ɐ,keʋə,kan,oːr,ˈu.xɔ,,ˈwuxɔ,ˈuxo,awˈɾeʎo,,ˈuxə,ˈau̯.ris,huː˩˩˦,t͡ɕʰix,øːra,ˈuvɔ,kiʋi,qʊ̞ˈɫɑq,ˈwɪdnɐ,ku.ˈɫɑk,kekol,ɑˈkɑnd͡ʒ,o(w).ˈvi.ðu,ˈkorv,skwaʁn,ʔudʒi,ˈfyl,ˈu.xɔ,qʼuri,,ʔu.ðun,ɣwaɡ,*rna.ba,,kiʋi,àws,klɨːst,øːrə,daɾti:,kekal,kiʋija,xaf,oˈido,ɐʊˈsʲɪs,kɑːn,,ʊər,təliŋə,,kebi,,keʋ,ˈkuːorɑ,kili,oːr,mʲimʲi,ˈpea̯ʎːʎiː,ɔˈrekkjo,,t̥rciak,ˈɔira,ˈkːɤrv,ˈvuxa,klˠuəsˠ,ˈɔɪ.əʁ,uˈre.ke,aˈfti,ʃdim,keʋ,,tʃeʋi
throw,,,,ˈʋiskɑmɑ,,nɛm˧˦,,,,θɹəʊ,,,,,,ændɒːxtæn,,tʌ̹nd͡ʑida̠,pjɪʔ,,ˈheitːæː,ʎənˈsa,,ændɔːxtæn,,ɑtˈmɑχ,ˈheitːiæ,,ɔstʰɔmilu,,ʒə.te,ˈkʰasta,ˈviskɑː,ɡeˈhai̯en,,dɔ.liʊa,ˈʋɛrpə(n),ˈʐu.t͡sat͡ɕ,,,,,,brɐˈsatʲ,ˈjak.toː,joːn˧,xajəx,,,,,,,,nɛˈtɛl,lɐ̃.ˈsaɾ,ˈtɑtstɑ,,ʔɔtʰämä,ˈdob,,srɔlä,,,,,,,mest,ˈtavlɨ̞,,,,,,,ˈmʲɛsʲtʲɪ,pʰeːŋk.nɑː,,,,ˈtʃʰilikʲ,,,,ˈe̞it̪ɨ,,ˈvɛʁfən,,,,,poḥ,kʰasta,ˈhiːtːmæ,,kɑh,,,,likʼwänɛ,,,
laugh,,,,ˈnɑermɑ,,kɨəj˨˩,,,,laːf,,cɛʃ,,t͡saˈχak,,xænd̪iːˈd̪æn,,ˈuːt̚t͈a̠,jì,,ˈnɑurɑː,ˈriw.ɾə,,xændidæn,ˈlai̯tsjə,ɡylmæc,ˈnɑkruɑ,,dzitsini,,ʁiʁ,ˈl̥aiːja,ˈnɑgrɑː,ˈlaːχən,,ɦɔɦa,ˈlɑxə(n),ɕmʲat͡ɕ ɕɛ,,,smaːt,,,smʲɪˈjat͡sːə,ˈriː.de.oː,kʰam˩˩˦,,,sɛ ˈsmɛ.ɛ,,,,,,t͡sit͡sɑˈʁɛl,ˈʁiɾ,ˈnɑgrdɑ,,dzitsä,ˈnɛvɛt,ˈsmi̯ac sa,sitsili,,dˁa.ħik,,,,,,,leː,,,,,,,ɦə̃s.nɑː,ˈkɛniːn,ɫɐχ,tawə,,,,,ˈnɑgrɨ,,ˈlaχn̩,ɰᵝa̠ɾa̠ɯ̟ᵝ,ˈt͡ʃajːpmah(t),ˈri.de.re,,soec,,ˈnɑːrtmɑ,,ɡɑːɾʲ,,,,litswnäl,,,
bark,koˈra,to:l,paṭṭa,ˈkoːr,to:lu,vɔ˧˩,îːᶢǁʱôːlo,cʰal,ˈlùːbjɛ,bɑːk,,,,,ruːs,,o:ɖak,na̠muk͈ʌ̹p̚t͡ɕ͈iɭ,ʔəkʰaʊʔ,,ˈkuori,əsˈkɔɾ.sə,paʈʈe,pɵːst,,,ˈkuori,naŋ˨˦,tʼkʼɛbi,aʈʈe,e.kɔʁs,ˈpœr̥kʏr,ˈkoːri,ʃuəl,kollutʃo,ba.kɔ.li,sxɔrs,ˈkɔ.ra,,,ˈkuːra,,,kɐˈra,ˈkor.teks,plɯa̯k̚˨˩,xɔɮtʰəs,,,paʈʈe,qɑˈβɯ̞q,,,tūk,kɛˈʁɛv,,ˈkorʲ,,tʼqʼɛbi,ˈkeːrɛɡ,ˈku̯o.ra,kʰɛrkʰi,,li.ħaːʔ,,,,nāru,,ˈr̥ɪskl̩,bark,bʰumi,tukud,meɾto:lə,bund,korˈteθa,ʒʲɪəˈvʲěː,tʃʰaːl,,bɑs,,,ketta,,beɾaɖu,ˈkuːor,puʈkoɾi,ˈbɔʁkə,,,korˈtettʃa,ʋɐl̪.kɐ́,,ˈpœɹ̥kʊɹ,ˈkːuːrʲ,kaˈra,ɾˠuːsˠk,,,,tʼɛpʰ,ɖanɖi maɖɖa,,paṭṭa
hear,ˈtʃuvəm,kendʒ,kelkuga,ˈkuːlmɑ,ke:ɭu,ŋɛ˧˧,,,,hɪə(ɹ),ɔˈiɾ,,,ˈʃema,,ʃeniˈdæn,menna,tɯt̚t͈a̠,t͡ɕá,,ˈkuːlːɑ,sənˈti,ke:ɭə,ʃunidan,ˈjɛ(ː)rə,,ˈkuːlːɑ,,ɔʃkʼinu,ke:ɭə,ɑ̃.tɑ̃dʁ,ˈheiːra,ˈkuːlːɑ,ˈhei̯ʀen,ke:lə,xu.na,ˈɦoːrə(n),ˈswɨ.ʂɛt͡ɕ,,ˈt͡ʃute,ˈslɪʃɛt,,,ˈslɨʂətʲ,ˈau̯.di.oː,daːj˥˩.jin˧,,,,ke:pə,,ˈsɐmɐ,,ven,ləˈsɛl,owˈviɾ,ˈkuldɑ,,rtʃkʰilä,ˈhɒlː,,smɛnä,,sa.mi.ʕa,awraˈwəl,,,ke:ɭu,dzìɾdɛ̂ːt,ˈkləu̯ɛd,høːrə,me:na,tukud,kə:ɭ,bining,oˈiɾ,,sʊn.nɑː,ˈbiːstɯn,,dəŋa(r),,keɳaɾa,də.ŋar,ke:dʒa,ˈkuːloː,ke:l,ˈhøːrən,kʲi̥kɯ̟ᵝ,,,,ḹ,,ˈkːuːltmɑ,,klˠɔʃ,,,aˈkuo,səmæn,ʋinti,ʃonɑ,ʋinu
say,ˈkazvəm,in,paɾajuga,ˈytlemɑ,paɾe,nɔj˧˦,,kɛɦna,ˈrɛtʃi,seɪ,diˈθiɾ,θɛm,,,,ɡofˈt̪ʰæn,bakʰna,ˈma̠ːɾɦa̠da̠,sʰò,,ˈsɑnoɑ,ˈdi,tʃollə,ɡuftæn,,,ˈsɑnuo,kaːŋ˥,ɔtʰkʰu,annə,diʁ,ˈseiːja,ˈʝutɤlːɑː,,paidu,,ˈzɛɣə(n),ˈmu.vʲit͡ɕ,,,r̝iːt͡st,,²sæɪɑ,ɡəvɐˈrʲitʲ,ˈdiː.koː,klaːw˨˩,xiɮəx,ˈsɛjːa,,egəʋə,,,søjlɛmɛc,en,ɑˈsɛl,di.ˈzeɾ,ˈsɑnudɑ,,tʰkʰuälä,ˈmond,ˈɦɔvɔric,tʰkʰmä,,qaː.la,,,waw˥˦,heɭu,satsîːt,,,hauɖpo,tukud,pə:ɭ,pa:ning,deˈθiɾ,sɐˈkʲiːtʲɪ,kɛːʱ.nɑː,,sɛː,,ˈapɪɾʲ,paɳaɾa,,kella,ˈkiːt̪ɨ,a:ʋaɖə,zaːɡən,ipu,,ˈdi.re,ʋɐ́.d̪ɐ.t̪i,tʰā,siːja,ˈytːlemæ,ɣavaˈrɨt͡sʲ,ˈabˠəɾʲ,ˈzɔ.ɡŋ̩,ˈzitʃe,,likʰwisg,bʰu:mi,ˈbɔla,tʃeppu
