word,zu,xub,hy,ar,yea,ml,mk,es,gd,ka,yi,ny,kxv,tg,sv,kff,de,th,ro,cs,ru,za,lt,bfq,hi,gv,cy,te,kfe,liv,he,pt,pl,bg,ur,gdb,vro,hu,ca,brh,mjt,ko,my,ug,ga,sq,bn,lb,ku,kfa,ja,gl,nl,nn,ta,vot,tcy,tr,az,ms,en,br,tcx,et,km,is,as,ps,vep,be,fa,kfb,pci,uk,xmf,sva,sk,fr,fo,el,id,af,oc,krl,vi,la,bo,kru,tl,kn,gon,lo,da,mt,sl,lv,ba,fy,fi,se,mn,lzz,sa,it
flower,ímbaːli,,t͡sɑˈʁik,zah.ra,,,,ˈfloɾ,,qʼvävili,blʊm,ˈɗu.(w)a,,ɡul,blʊ.ma,,ˈblyːtə,dɔːk̚˨˩,flo̯are,ˈkvjɛt,t͡svʲɪˈtok,,,,pʰuːl,,ˈblɔdɨ̞n,,,ˈputʲkɨz,,ˈfloʁ,kfʲat,t͡svʲat,pʰul,,ˈhæitsːeʔ,ˈviraːɡ,ˈflɔ,,,k͈o̞t̚,páɴ,ɡyl,bˠl̪ˠɑː,ˈlulɛ,pʰul,blum,,,pana,,blum,bluːm,,ˈkukːɑ,,tʃɪˈtʃɛc,t͡ʃiˈt͡ʃæk,buŋə,ˈflaʊ.ə,blœ̃w,,ˈlilː,p̥ʰkā,plouːm,pʰul,ɡwəl,ˈænik,,ɡʊl,,,ˈkʋʲitkɐ,pʼɛuli,muʁwæ,ˈkvɛt,flœʁ,ˈblɔuma,ˈanθɔs,,,,ˈkukːɑ,hwaː˧˧,floːs,*me.tok,,,,,dɔːk˨˩ mai˥˦,,ˈfjuːrɐ,ˈtsʋéːt,,sæsˈkæ,blom,ˈkukːɑ,ˈraːssiː,,pʰukʰiri,púʂ.pɐ,
star,ímbaːsa,mi:nu,ˈɑstəʁ,,natʃtʃatiɾa,nakʂatɾam,ˈd͡zvɛzda,esˈtɾeʎa,rˠeːɫ̪,värskʼvlävi,ˈʃtɛʁən,ɲéˈɲe.zí,huka,,²ɧæːɳa,ukka,ʃtɛʁn,daːw˧,,ˈɦvjɛzda,zvʲɪzˈda,ɗaːu˨˦ ɗei˧˥,ʒʋɐjɡʲʒʲˈdʲeː,natʃtʃatɾa,,,ˈsɛrɛn,nakʂatɾamu,nakʂaʈiɾam,ˈt̪e̞ːd̪j,,ɨʃˈtɾelɐ,ˈɡvʲaz.da,zvɛzˈda,,puʈ,ˈtːæhtː,ˈt͡ʃilːɒɡ,əsˈtɾə.ʎə,isʈa:ɾ,bi:nka,pjɘːɭ,t͡ɕɛ̀,julˈtuz,ˈɾˠeːl̪ˠt̪ˠə,yɫ,,ʃteːʀ,,nakʂatɾa,posi,es̺ˈtɾelɐ,stɛr,²stjɛrnə,mīṉ,ˈtæhti,nakʂatɾe,jɯɫˈdɯ́z,uɫdúz,bintaŋ,stɑː(ɹ),ste.ˈʁe.dɛ̃n,naʈtʃatiɾam,ˈtæht,tārā,ˈstjartna,,st̪oˈ.raɪ,ˈtæhtɑz,ˈzorka,sitɒːɾæ,sukka,cukka,,murutsχi,ämtʼqʼwæsg,ˈɦvi̯ɛzda,e.twal,ˈʃœtna,,,,,ˈtæhti,saːw˧˧,,,bi:nko,,nakʂatɾ,sukku,daːu˩˨,stjɛrnə,,ˈzʋèːzda,zvàjɡznɛ,jʊ̞nˈdʊ̞ð,,ˈtæhti,ˈnaːsːtiː,,murutsχi,,ˈstel.la
see,ɓoːná,no:ɖ,tɛsˈnɛl,ra.ʔaː,no:ku,ka:ɳuka,ˈɡlɛda,ˈbeɾ,,χɛdvä,,,,diˈdan,seː,u:ɖa,ˈzeː.ən,hen˩˩˦,veˈde̯a,ˈvɪɟɛt,ˈvʲidʲɪtʲ,,mɐˈtʲîːtʲɪ,no:ɖə,d̪eːkʰ.nɑː,,ɡwɛld,tʃu:ɖu,no:ʈə,ˈnæːd̪ɨ,,veɾ,ˈvʲi.d͡ʑɛt͡ɕ,ˈviʒdəm,d̪ekʰnaː,tʃu,ˈnækemæ,ˈlaːt,ˈvəw.ɾə,unning,ʈunɖpo,po̞da̠,twḛ,,fʲɛc,,ˈd̪ækʰa,ɡeˈzin,ˈdiːtɯn,no:ʈə,mʲiɾɯ̟ᵝ,,zin,ʃoː,kāṇ,ˈnæhæ,tuʋa:ɾa,ɟœɾmɛc,ɡœrˈmæk,lihat,siː,,nu:ʈ,ˈnægemɑ,gʰoeñ,ˈsjauː,dɛkʰa,,ˈnæhtɑ,ˈbat͡ʂɨt͡sʲ,d̪iːˈd̪æn,ta:na,tūk,ˈbɑt͡ʃete,rtsʼqʼɛbä,lisgdi,ˈviɟi̯ɛc,vwaʁ,ˈsʊt͡ʃːa,ˈvlepo,,,,ˈnæhæ,ɲin˨˩ tʰəj˧˦,ˈwi.de.oː,*mtʰoŋ,je:ɾna,kiˈta,no:ɖu,huɖa,hen˩˧,seː,,ˈʋiːdɛti,ɾɛdzɛ̂ːt,,,ˈnæhdæ,ˈoɑ̯jːtniːh(t),ut͡səx,ɔtsʼkʼɔmilu,pɐ́ɕ.jɐ.t̪i,veˈde.re
count,,,,,,,ˈbrɔi,konˈtaɾ,,tʰvlä,,,,ʃumurdæn,,,ˈt͡sɛːlən,nap̚˦˥,,ˈpot͡ʃiːtat,ɕːɪˈtatʲ,,,,ɡɪn.nɑː,,,,,ˈlugːɨ,,kõ.ˈtaɾ,ˈlʲi.t͡ʂɨt͡ɕ,,,,ˈlukɤmɑ,ˈsaːmol,komˈta,,,ˈsʰe̞ːda̠,jè,,ɾˠiːvˠ,,,ˈt͡siələn,,,kazuapu,,ˈtɛlə(n),,,ˈlukɤɑ,,,sɑjˈmɑχ,kirə,kaʊnt,,,ˈlugemɑ,rāp´,ˈtʰɛlja,,,ˈlɑʃkɑ,,ʃomordæn,,,,kʼɔrɔtsχuä,liʃɛldɛ,,kɔ̃.te,,,,tɛ̞ːl,,ˈlɑskie,ʔɗem˧˦,ˈnu.me.roː,,,,,,,,,,skàjtîːt,,,ˈlɑskeɑ,ˈlohkah(t),,ɔkʼɔrɔtsχu,,konˈtare
foot,úːɲaːwo,ka:lə,vɔtkʰ,ra.d͡ʒi.la,ka:lə,aṭi,,pje,kʰas,tʼɛrpʰi,fʊs,ˈpʰa.zí,pa:dami,pɔːj,fuːt,aɖugu,fuːs,tʰaːw˦˥,piˈt͡ʃjor,ˈnoɦa,nɐˈɡa,tin˨˦,,anga:lə,pɛːɾ,,troːɨ̯d,aɖugu,tapaɖ,ˈlɑbɑː,ˈʁɛɡɛl,ˈpɛ,ˈstɔ.pa,stəˈpalo,,pa:dam,ˈjɑlk,ˈlaːb,ˈpɛw,nat,ɾaɖadu,pa̠ɭ,t͡ɕʰè/,,kɔsˠ,kəm.bə,,fou̯s,ˈpiː,anga:l,a̠ɕi,ˈpɛ,vut,fuːt,aɖi,ˈʝɑlkɑ,ka:lə,ɑˈjɑk,ɑˈjɑχ,kaki,fʊt,,ko:l,ˈjɑlg,joeṅ,,,,ˈjoug,naˈɣa,pɒː,dʒeʈʈa,tūk,,närtʃäkʼutʃχi,lägæäm,ˈnɔɦa,pje,ˈfɔuːtʊɹ,ˈpoði,,,pɛ,ˈjɑlkɑ,ʔɓaːn˨˩ t͡ɕən˧˧,peːs,,kʰeɖ,,aḍi,ka:l,,foːd,,stɔˈpàːlɔ,,,,ˈjɑlkɑ,,,tʼäbu,pɐ́d̪,ˈpjɛde
mountain,íntaːɓa,bəʈʈə,lɛr,d͡ʒa.bal,kundə,mala,,monˈtaɲa,,mtʰä,,ˈpʰi.ɽi,,,bɛrj,gubal,bɛrk,pʰuː˧,ˈmuntɛ,ˈɦora,ɡɐˈra,pʲa˨˦,ˈka͡l.nɐs,male,pə.ɦɑːɽ,slʲuː,ˈmənɨ̞ð,konɖa,ʋe:ʈume,ˈmæg,haʁ,mõ.ˈtɐ.ɲɐ,ˈɡu.ra,pləniˈna,pəhɑːɽ,kappe,ˈmæki,ˈhɛɟ,,maʃ,be:ɖo paha:ɖi,sʰa̠n,tàʊɴ,tɑʁ,ʃlʲiəvˠ,mal,pɔrbɔt,biə̯χ,ˈt͡ʃiːjɑː,kundə,ja̠ma̠,monˈtaɲa̝,bɛrx,fjɛlː,malai,ˈmætʃi,da:ɾi,dɑː,,ɡunoŋ,ˈmaʊntɪn,,tiʈʈə,ˈmægi,b̥ʰnṃ,fjatl,,ɣar,ˈmægi,,kuːh,danɖime:ʈ,tūk,ɦɔˈrɑ,gɔlä,läχw,ˈɦɔra,mɔ̃.taɲ,fjatl,ˈo̞ro̞s,,,,ˈmægi,nuj˧˦,mons,*ri,paɾta,,beʈʈa,meʈʈa,pʰu᷄ː,bjɛrv,,ɡɔ̀ːra,kâlns,tɑw,bɛrx,ˈʋuori,ˈvaːrriː,ʊːɮ,gɔlä,pɐ́ɽ.ʋɐ.t̪ɐ,monˈtaɲɲa
breast,îːɓéːle,kujndigi,kuɾt͡skʰ,,mele,māṟu,ˈɡrada,ˈpet͡ʃo,kʰʲiəx,mkʼɛrdi,,ˈɓé.ɽe,sipadaki,,,eddam,bʁʊst,taː˥˩.nom˧,pjept,pr̩s,ɡrutʲ,,,ma:ɾə,,,brɔn,gunde,me:l,ˈriːnd̪ɑ,ʃad,ˈsɐj.u,pʲɛrɕ,ɡərˈda,pɪst̪an,palgil,ˈrɤnt,ˈmɛlː,ˈpit,xad,daibuku,juba̠ŋ,no̰,,,,,,,mele,mɯ̟ᵝna̠,,bɔrst,,ma:ɾbə,ˈrintɑ,tigala,,,,bɹɛst,,nidʒikuɖi,ˈrind,ṭoḥ,prjoust,,,ˈrind,,pʰesˈt̪ʰɒːn,sa:tti,edram,,kʼidiri,mutʃʼwɛd,ˈpr̩sɲiːk,sɛ̃,brœst,ˈstiθos,,bɔ(ː)rs,,ˈrintɑ,vu˧˦,ˈmam.ma,,jeʋakʰ,,ede,dudo,tuː˥˦,brøst,,,,im.ˈsæk,,ˈrintɑ,ˈt͡ʃidːd͡ʒiː,,gjɔnkʰsi,,ˈse.no
fly,,pa:ɾ,t͡ʃɑnt͡ʃ,,mannə,paɾakkuga,,ˈmoska,,pʰrɛnä,,ˈⁿt͡ʃʰé.ⁿt͡ʃʰe,,,,tulla,ˈfliːɡə,ma˦˥.lɛːŋ˧.wan˧,,ˈmou̯xa,ˈmuxə,,,paɾappə,,,,eguɾu,pa:ɾʋu,ˈlind̪ɨ,zvuv,ˈmos.ka,ˈmu.xa,muˈxa,,tukud,ˈlintɑmɑ,ˈleːɟ,ˈmos.kə,ba:l kanning,uɖa:ɾi,pʰa̠ɾi,jɪ̀ɴɡàʊɴ,,kɪˈlʲoːɡ,,matʃʰi,,ˈmeːʃ,pa:ɾa,,ˈmoska̝,vlix,²flʉːɡə,paɾə,ˈlentæː,ɾa:paɾa,sinɛc,,lalat,flaɪ,,po:ɾtʃ,ˈlendɑmɑ,ruy,ˈflʏːɣa,makʰi,,ˈletɑ,,mæˈɡæs,tulsa:d,tūk,,pʰurinuä,lipʼɛr,ˈmuxa,muʃ,ˈfluː(w)ʊ,ˈmiɣa,,,,ˈlentyæ,zuəj˨˩,ˈmus.ka,,uɖijaɾna,,ha:ɾu,paɾi,,fluːə,dʊˈbːɪːnɐ,ˈmùːxa,muʃa,sɪ̞.ˈβɪ̞n,mɪx,ˈlentæː,,,ɔpʰutʰχinu,,
full,,fullə,ˈlikʰə,mum.ta.liʔ,dumba,niɾaɲa,,,lɑːn,sävsɛ,,,guɾa,pur,fɵl,ninɖa:,fɔl,,plin,pl̩niː,ˈpolnɨj,,,tʰumbe,puːɾn,lɛdn,ɬau̯n,ninɖu,bʰulo:gam,ˈt̪æuʒ,,ˈʃɐj.u,ˈpɛw.nɨ,ˈpɤlɛn,,puneʈ,ˈtːæysː,ˈtɛlɛ,ˈplə,puɾ,nindpa:,,pjḛ,,l̪ˠɑːnˠ,,,fol,ˈtɯʒiː,dumba,,ˈt͡ʃeo̝,vɔl,,niṟainta,ˈtæynæː,dindʒidunɖu,,,pənoh,fʊl,,so:kkaije,ˈtæis,beñ,ˈfʏtɬʏr,,ɖak,ˈtæyzʲ,ˈpou̯nɨ,por,ninɖu,tūk,ˈpɔu̯nei̯,ɛpʰʃä,gwɛʃi,pl̩niː,plɛ̃,ˈfʊtlʊɹ,ˈpliris,,fɔl,,ˈtæysi,ʔɗəj˨˩,ˈpleː.nus,,nindka,,tumbidu,niɳɖ,,fuld,,ˈpɔ́ːwn,pīlns,tuˈɫɯ̞,,ˈtæysi,,,jɔpʰʃä,,ˈpjɛno
forest,îːɬâːtʰi,,ɑnˈtɑr,ɣaː.ba,,,ˈʃuma,ˈboske,ˈkʰɤʎə,tʼqʼɛ,,,,beʃæ,skuːɡ,,valt,paː˨˩,pə.ˈdu.ɾe,lɛs,lʲes,ɗoŋ˨˦ fai˦˨,ˈmɪʂ.kɐs,,,kiːlʲ,ˈkɔɨ̯dwɪɡ,,,ˈmɨt̪sɑː,ˈja(ʕ)aʁ,floˈɾɛs.ta,las,ɡoˈra,,,ˈmɤtːsː,ˈɛrdøː,ˈbɔsk,,,sʰup̚,tɔ́,,kiːlʲ,pyɫ,,beʃ,,,mo̞ɾʲi,ˈbɔske,ʋɑu̯t,,,ˈmetsːæ,,,,hutan,ˈfɒɹɪst,ˈkwɑːt,,ˈmets,b̥rai,ˈskouːʏr,ɦa.bi,d͡zəŋɡəl,ˈmets,lʲes,beːˈʃæ,,,,tʼqʼä,tsχɛkʼ,ˈlɛs,fɔ.ʁɛ,,ˈðasɔs,hu.tan,bɔs,,ˈmetʃːɑ,zɨŋ˨˩,ˈsil.wa,*ɕiŋ.naks,,,,,,,,ˈɡɔ́st,,urˈmɑn,,ˈmetsæ,,,gɛrmä,ʋɐ́.n̪ɐ,
and,nʱa,,ɛv,waːw,,,i,ʝ,,dä,ʊn,,,,ɔ,,ʊnt,lɛʔ˦˥,ʃi,a,i,ɕau˧˥,,,ɔːɾ,,,,,ˈjɑ,,ˈɛ,i,i,,,ˈjɑ,ˈeːʃ,ˈi,,,wa̠,nɛ̰,,ˈɑɡəsˠ,ðɛ,,an,ˈuː,,to̞,,ɛn,oː,,ˈʝɑ,,ve,,dan,ænd,,,ˈjɑ,nẏṅ,ɔːɣ,a.ɹu,aw,ˈdɑ,i,o,,,ˈi,dɔ,i,,e,oː,ce̞,dan,ɛn,,ˈtɑ,vaː˨˩,et,*daŋ,,at,,,lɛʔ˦,ˈɒw,,in,ùn,hæm,ɛn,ˈjɑ,ˈja,,dɔ,t͡ɕɐ,e
wet,,,tʰɑt͡sʰ,,,,,moˈxado,flux,svɛli,,,,,voːt,,nas,pia̯k̚˨˩,ud,ˈmokriː,ˈmokrɨj,,,,ɡiːlaː,,ɡwlɨːb,,,ˈkɑʒːi,,muˈʎaðu,ˈmɔ.krɨ,,ɡiːlaː,,ˈlikːɤ,ˈnɛdvɛʃ,ˈmɔʎ,,,,sò,,fʲlʲʊx,,,naːs,,,nɯ̟ᵝɾe̞ɾɯ̟ᵝ,,nɑt,,,ˈmærtʃæ,,,,basah,wɛt,,,ˈmærg,,ˈvɔːtʏr,ti.ta,lund̪,ˈmærg,ˈmokrɨ,xiːs,,,,ʃɔliri,məʒir,ˈmokriː,mu.je,,,,,,ˈmærgæ,ʔɨət̚˧˦,ˈuː.dus,,,,,,,vɔːd,,ˈmòːkər,slapʲʃ,jɪ̞ˈwɪ̞ʃ,,ˈmærkæ,,t͡ɕʰiːɡ,ʃu,,baɲˈɲato
flow,,,hoˈsɛl,,,,,ˈflwiɾ,,dinɛbä,,,,,,,ˈfliːsn̩,laj˩˩˦,,tɛːt͡st,tʲet͡ɕ,,ˈbʲeːk.tʲɪ,,,,,,,ˈjuːokʃɨ,,,ˈpwɨ.nɔɲt͡ɕ,tɛˈkə,,,ˈjuːsːkːmɑ,ˈfojik,fluˈi,,,,sí,,,,,ˈflei̯sen,,,,,ˈvlujə(n),,,ˈʝohsɑ,,,,alo(r),fləʊ,,,ˈʋoːlɑmɑ,hūr,ˈrɛnːa,bʊa,,ˈjokstɑ,,,,,,ulä,lizi,ˈci̯ɛt͡sc,ku.le,,ˈre.o,,flui,,ˈvirːɑtɑ,t͡ɕaj˧˩,ˈflu.oː,,,,,,,,,ˈtɛtʃi,,,,ˈʋirːɑtɑ,,,ɔzimzilu,,fluˈire
big,,dappu,mɛt͡s,ka.biːr,baleji,ʋaludə,ˈɡɔlɛm,maˈɟ͡ʝoɾ,,didi,,,be:ɾ,,ˈvɵkˌsɛn,beɾɾa,ɡʁoːs,,,,bɐlʲˈʂoj,,,doɖɖadə,,,,pedda,toɖut,ˈsuːr,ɡaˈdɔl,mɐjˈɔɾ,dɔˈrɔ.swɨ,,,muɾe,ˈsːuːr,ˈfɛlnøːtː,ˈɡɾan,ballun,be:ɖo,ˈɘːɾɯn,,,,,,,,baljadə,o̞to̞na̠,,,,peɾija,ˈsuːri,malla,,,,bɪɡ,,ittu:ɖə,ˈsuːr,,,daŋɔɹ,ɣaʈ,ˈsurʲ,,,bʰu:mi,berto,ʋeˈlɪkei̯,didi,χɔʃä,,ɡʁɑ̃,,,,,,ˈsuːri,,,,koha,,doɖɖadu,pedda,,,,,,,,ˈiso,,,didi,,ˈɡran.de
sew,,,kɑˈɾɛl,xajtˁ,,,,ko.ˈser,,kʼɛrvä,,,,,,,ˈnɛːən,jep̚˦˥,,,ʂɨtʲ,,ˈsʲuːtʲɪ,,,,,,,ˈumblɨ,taˈfar,,ʂɨt͡ɕ,ˈʃijə,,,ˈumplɤmɑ,ˈvɒrː,kuˈzi,,,ˈkiːp̚t͈a̠,t͡ɕʰoʊʔ,,,,,ˈbitsen,,,nupu,,ˈnaːjə(n),,,ˈɤmːɤɑ,,,,,səʊ,,,ˈɤmblemɑ,,ˈsøyːma,xia,,ˈombeltɑ,ʂɨt͡sʲ,,,,,tʃʼälä,liʃχbi,,kudʁ,,,,,,ˈomːelːɑ,xəw˧˧,ˈsu.oː,,,,,,,syː,,,ʃūːt,,,ˈomːelːɑ,,,ɔtʃʼu,,kuˈtʃire
stick,índuːɠu,,pʰɑjt,ʕa.sˁan,,,stap,,,dʒɔχi,,,,tʃɵb,ɕɛp,,ʃtaːp,dun˥˩,,ɦuːl,ˈpalkə,,lɐzˈdɐ,,t͡ʃʰə.ɽiː,,,,,ˈsovɑː,,ˈpaʊ,kʲij,ˈprɤtʃkə,,,ˈkːepː,ˈbot,,,,mak̚d̬ɛːɡi,doʊʔ,,ˈbˠat̪ˠə,,,,,,,,,çɛp,,ˈriuku,,tʃubuk,,bataŋ,stɪk,,,ˈkepː,ṭṃpṅ,ˈstaːvʏr,,,ˈkɑlu,,t͡ʃoːb,,,,bigä,pʰäu,,bɑ.tɔ̃,,,,,,ˈkepːi,ɣəj˧˨ʔ,ˈba.ku.lum,,,,,,,kɛp,,,,tɑ.ˈjɑq,,ˈkepːi,,,bigä,,basˈtone
sea,ûːlwâːnɮe,,t͡sɔv,baħr,,,,ˈmaɾ,,zʁvä,,,,bæhr,ɧøː,,meːɐ̯,tʰa˦˥.leː˧,ˈma.re,mor̝ɛ,ˈmorʲe,haːi˥,ˈjuːrɐ,,,,moːr,,,ˈme̞r,,maɾ,ˈmɔ.ʐɛ,moˈrɛ,,,ˈmeri,ˈtɛŋɡɛr,ˈmar,,,pa̠da̠,pɪ̀ɴlɛ̀,,,dɛt,,miːə̯,,,⟨umi1⟩,,zeː,hɑːʋ,,ˈmeri,,,dæˈniz,laot,siː,ˈmoːʁ,,ˈmeri,smud̥r,haːv,xaɡɔɹ,,ˈmeri,,dæɾˈjɒː,,,,zʁvä,dzuʁwä,ˈmɔrɛ,mɛʁ,hɛaːv,ˈθalasa,,,,ˈmeri,ʔɓiən˧˩,ˈma.re,,,,,,,hav,ˈbaːħɐr,ˈmóːrjɛ,jūːɾa,dʲiŋˈɡɪ̞ð,seː,ˈmeri,,taɮai,zuʁä,s̪ɐ.mud̪.ɽɐ́,ˈmaːre
river,uḿ̩fuːla,,ɡɛt,nahr,,,,ˈri.o̞,,mdinärɛ,,mˈt͡sí.ⁿd͡ʒe,,rɵd,fluːd,,flʊs,mɛː˥˩.naːm˦˥,rɨw,ˈr̝ɛka,rʲɪˈka,ta˧,ˈʊpʲeː,,nədiː,aunʲ,ˈavɔn,,,ˈjoug,naˈhaʁ,ˈʁi.u,ˈʐɛ.ka,rɛˈkɤ,nədiː,,ˈjɤki,ˈfojoː,ˈriw,,,ka̠ŋ,mjɪʔ,,əunʲ,,nod̪i,flos,ˈt͡ʃɛm,,kapa,ˈri.o̝,riːˈviːr,,,ˈʝɤgi,,,,suŋai̯,ˈɹɪvə,ˈstɛːr,,ˈjɤgi,dn̥le,fljouːt,noɪ,siŋd̪,ˈjogi,raˈka,ɾuːd̪,,,rʲiˈkɑ,mältsʼqʼäri,tʃʼälæ,ˈri̯ɛka,flœv,ɔaː,,,rəˈfiːr,ˈrriw,ˈjogi,səwŋ͡m˧˧,ˈfluː.men,,,,,,mɛː˧˧ nam˥˧,,ˈʃmɐːrɐ,ˈrèːka,,jɯ̞ɫˈʁɑ,,ˈjoki,ˈjohka,,ɔrubä,n̪ɐ.d̪íː,ˈfju.me
not,,ila,t͡ʃʰ,laː,ille,illa,,no,,är,nit,,,,ˈɪnˌtɛ,ille,nɪçt,maj˥˩,nu,nɛ,nʲɪ,ɓou˥,,kulle,nə.ɦĩː,,dɪm,le:du,illa,ˈæb,lo,nɐ̃w̃,ɲɛ,nɛ,nəɦĩː,tukud,ˈei,ˈnɛm,ˈno,a:xa,mala:,a̠n,mə,,n̠ʲiː,nʊk,,,,ille,,ˈnʊŋ,nit,²ɪçːə,ille,ˈeb,a:tu,dejil,dejil,tidaʔ,nɒt,,a:ɖudi,ˈei,,ˈɛhcɪ,nɔ.ɦɔɛ,,ˈei,nʲe,næ,ka:du,tūk,ˈnɛ,vär,dɛmɛ,,nə,ˈɪʰtʃːɪ,ðe̞,,ni,,ˈei,xəwŋ͡m˧˧,noːn,,mala,,alla,helle,bɔː˧˧,ekə,,ˈnɛ́,,ˈtʏ.ɡɪ̞l,ˈnɛt,ˈei,,,vär,,non
say,,pə:ɭ,ɑˈsɛl,qaː.la,paɾe,paɾajuga,,deˈθiɾ,ˈapɪɾʲ,tʰkʰmä,ˈzɔ.ɡŋ̩,,,ɡuftæn,ˈsɛjːa,kella,zaːɡən,klaːw˨˩,ˈzitʃe,r̝iːt͡st,ɡəvɐˈrʲitʲ,kaːŋ˥,sɐˈkʲiːtʲɪ,egəʋə,kɛːʱ.nɑː,,,tʃeppu,paidu,ˈkiːt̪ɨ,,di.ˈzeɾ,ˈmu.vʲit͡ɕ,ˈkazvəm,kɛɦna,tukud,ˈytːlemæ,ˈmond,ˈdi,pa:ning,hauɖpo,ˈma̠ːɾɦa̠da̠,sʰò,,ˈabˠəɾʲ,θɛm,ˈbɔla,,,annə,ipu,diˈθiɾ,ˈzɛɣə(n),²sæɪɑ,tʃollə,ˈʝutɤlːɑː,paɳaɾa,søjlɛmɛc,,,seɪ,,a:ʋaɖə,ˈytlemɑ,tʰā,ˈseiːja,,,ˈsɑnudɑ,ɣavaˈrɨt͡sʲ,ɡofˈt̪ʰæn,bʰu:mi,en,,tʰkʰuälä,likʰwisg,ˈɦɔvɔric,diʁ,siːja,,,sɛː,,ˈsɑnuo,nɔj˧˦,ˈdiː.koː,,bakʰna,,heɭu,in,waw˥˦,,,ˈrɛtʃi,satsîːt,,,ˈsɑnoɑ,,xiɮəx,ɔtʰkʰu,ʋɐ́.d̪ɐ.t̪i,ˈdi.re
many,,kajɾijə,ʃɑt,ka.θiːr,tumba,pala,ˈmnɔɡu,ˈmut͡ʃos,ˈiməɣ,bɛvri,aˈsax,,,,,tʃa:la,ˈfiːlə,,mult͡sʲ,ˈmnoɦo,ˈmnoɡə,,dɐuɡ,appaɾa,bɔˈhɔt̪,,,nānā,i:dʒo:ɖ,ˈpæːgiɲ,,ˈmũj̃.tuʃ,ˈvʲɛ.lɛ,,,tukud,ˈpːɑlːʲo,ˈʃok,ˈmolt,ba:z,di:kehi,ˈma̠ːnɯn,mjá,,əˈl̪ˠɑːnˠ,,,,ˈɡɛlɛk,dumba,,,veːl,,palə,ˈmitːomɑ,ba:ɾi,tʃɔk,t͡ʃɔχ,baɲak,ˈmɛni,,uppu:m,ˈpɑlju,c̥roen,ˈmarkʏr,,ɖer,ˈæi,,zɪˈjɒːd,peɾe,tūk,bɐˈɦɑtɔ,brɛli,mäsærd,,bo.ku,ˈmɛŋkʊɹ,,baɲak,bajə,,ˈæijæ,ɲiaw³³,ˈmul.tiː,,bagge,,halaʋu,dʒa:sta,,manɡə,,ʋɛˈlìːkɔ,dāūdz,kʏp,,ˈmontɑ,,,didɔ,bɐ.ɦú,
father,úɓaːɓá,,hɑjɾ,ʔab,,,,ˈpadɾe,ˈahəɾʲ,mämä,ˈfɔtəʁ,ˈɓa.ᵐbo,,,,,ˈfaːtɐ,pʰɔː˥˩,ˈta.tə,ˈotɛt͡s,ɐˈtʲet͡s,,ˈtʲeːvɐs,,pɪ.t̪ɑː,ˈeːar,taːd,,,ˈizɑː,(ʔ)av,paj,ˈɔj.t͡ɕɛt͡s,bɐˈʃta,pət̪ɑː,,ˈesːæ,ˈɒpɒ,ˈpa.ɾə,,,a̠bʌ̹d͡ʑi,ʔəpʰè,dɑdɑ,ˈahəɾʲ,baba,abba,pɑp,,,ototosama,,ˈvaː.dər,,,ˈisæ,,bɑˈbɑ,ɑˈtɑ,bapə,ˈfɑː.ðə(ɹ),ˈtɑːt,,ˈisɑ,ýubuk,ˈfaːðɪr,dɛʊ.ta,,ˈtɑt,ˈbat͡sʲka,pʰeˈd̪æɾ,,,ˈbɑtʲkɔ,mumä,mu,ˈɔcɛt͡s,pɛʁ,ˈfɛaːjɪɹ,paˈteras,bapa,fɑːdər,ˈpajɾe,ˈtuɑto,ʔɓaː˧˧,ˈpa.ter,,,,,,pʰɔː˦,,,ˈɔ̀ːtʃɛ,tǣːws,ɑˈtɑj,hai̯t,ˈisæ,ˈaːhːt͡ʃiː,,bäbä,pi.t̪ŕ̩,ˈpa.dre
walk,,naɖi,kʰɑjˈlɛl,ma.ʃaː,naɖa,naɖakkuga,ˈɔdi,kamiˈnaɾ,,siäruli,,,,ɡæʃtæn,ɡoː,naɖam,ˈlaʊ̯fən,dɤːn˧,ˈmer.d͡ʒe,jiːt,xɐˈdʲitʲ,,ˈɛjːtʲɪ,naɖəʋadə,ʈɛːʱl.nɑː,,ˈkɛrðɛd,naɖutʃu,naɖʋu,ˈkæːd̪ɨ,,ɐ̃.ˈdaɾ,iɕt͡ɕ,ˈxɔdʲə,,tukud,ˈkːæymæ,ˈjaːr,kə.miˈna,tʃeɾɾing,he:kpo,ˈkɘːt̚t͈a̠,ʃaʊʔ,,ʃuːlʲ,ˈɛtsi,,ˈɡo.en,,naɖa,a̠ɾɯ̟ᵝkɯ̟ᵝ,,ˈloːpə(n),,naɖə,ˈtʃæymæː,naɖapaɾa,,jeriˈmæk,,wɔːk,,naɖaɾɾə,ˈkæimɑ,ṭoer,ˈkauŋka,kʰʊz.kaʴɦa,,ˈkæveltæ,,,naɖus,tūk,,gilulä,lizɛläl,ˈiːsc,maʁ.ʃe,,,,lʊəp,,ˈkævelːæ,ʔɗi˧˧,ˈɡra.di.or,*ɡom.pa.rɡʲak,e:kʰna,,naɖə,taka,ɲaːŋ˧˧,ɡɔː,,,iɛ̂t,,,ˈkæʋelːæ,,,gɔlvä,,kammiˈnare
